ID,EGRID,Nummer,BFSNr,Check_EGRID,Flaeche,parcel_area_m2,Bemerkung,GGF_m2,BUF_m2,UUF_m2,Sealed_m2,GreenSpace_m2,Abbau_Deponie_m2,Acker_Wiese_Weide_m2,Bahn_m2,Fels_m2,Gartenanlage_m2,Gebaeude_m2,Geroell_Sand_m2,Gewaesser_fliessendes_m2,Gewaesser_stehendes_m2,Gletscher_Firn_m2,Hoch_Flachmoor_m2,Reben_m2,Strasse_Weg_m2,Trottoir_m2,Verkehrsinsel_m2,Wasserbecken_m2,Wytweide_dicht_m2,Wytweide_offen_m2,geschlossener_Wald_m2,uebrige_Intensivkultur_m2,uebrige_befestigte_m2,uebrige_bestockte_m2,uebrige_humusierte_m2,uebrige_vegetationslose_m2
TEST-00020,CH427760110057,1460,4436.0,EGRID found in AV,429.0,428.59122549856335,,0.0,428.5912254985633,0.0,0.0,428.5912254985633,0.0,428.5912254985633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00276,CH690292570744,939,5236.0,EGRID found in AV,52.0,51.69018699939914,,0.0,51.69018699830585,0.0,24.418139755765566,27.272047242540282,0.0,22.3311757648305,0.0,0.0,4.940871477709779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.920407861270743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.497731894494825,0.0,0.0,0.0
TEST-00002,CH333077237248,68,3237.0,EGRID found in AV,731.0,730.8553099989372,,0.0,730.854737990029,0.0,357.0252044678365,373.8295335221925,0.0,0.0,0.0,0.0,373.8295335221925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0252044678365,0.0,0.0,0.0
TEST-00957,CH916358659411,7689,6633.0,EGRID found in AV,771.0,771.2649429971286,,151.32297499900335,619.9419443245953,0.0,454.93213922367045,316.33278009992824,0.0,0.0,0.0,0.0,316.33278009992824,151.32297499900335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.6091642246671,0.0,0.0,0.0
TEST-00905,CH157852083037,2939,6034.0,EGRID found in AV,40.0,40.3115445008217,,0.0,40.3115445008217,0.0,0.0,40.3115445008217,0.0,0.0,0.0,0.0,40.3115445008217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00357,CH210398947781,15246,191.0,EGRID found in AV,2165.0,2165.152995493216,,0.0,2165.150289669894,0.0,2164.965895338273,0.18439433162119684,0.0,0.0,0.0,0.0,0.18439433162119684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.7325245548188,419.14152567744827,0.0,0.0,0.0,0.0,0.0,0.0,0.09184510600592946,0.0,0.0,0.0
TEST-00495,CH915439087137,5025,2939.0,EGRID found in AV,1011.0,1010.8174714979524,,136.23266050314598,874.5848109944462,0.0,158.74323856701832,852.0742329305739,0.0,0.0,0.0,0.0,852.0742329305739,136.23266050314598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.51057806387235,0.0,0.0,0.0
TEST-00777,CH508133760622,423,4259.0,EGRID found in AV,557.0,557.3444719982675,,118.5489529969145,438.79551900012194,0.0,200.12650697401136,357.2179650230251,0.0,0.0,0.0,0.0,357.2179650230251,118.5489529969145,0.0,0.0,0.0,0.0,0.0,0.0,0.057636501097840576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.51991747599901,0.0,0.0,0.0
TEST-00191,CH427798124555,7107,67.0,EGRID found in AV,393.0,392.7939369995338,,96.63072448308118,296.16297806835183,0.0,150.45721928548562,242.33648326594735,0.0,0.0,0.0,0.0,242.33648326594735,96.63072448308118,0.0,0.0,0.0,0.0,0.0,0.0,0.0035456283569281766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.82294917404753,0.0,0.0,0.0
TEST-00644,CH885846358217,1103,354.0,EGRID found in AV,687.0,687.0712685041758,,138.61438849911548,548.4568800050604,0.0,195.30283949992747,491.7684290042484,0.0,0.0,0.0,0.0,491.7684290042484,138.61438849911548,0.0,0.0,0.0,0.0,0.0,0.0,56.688451000812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00374,CH143052524704,8158,6218.0,EGRID found in AV,111.0,110.70600900133626,,0.0,0.0,110.70600900133626,0.0,110.70600900133626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.70600900133626,0.0,0.0,0.0,0.0,0.0
TEST-00731,CH467726382827,873,1322.0,EGRID found in AV,3545.0,3544.7205970118075,,0.0,3544.7205970118075,0.0,0.0,3544.7205970118075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3544.7205970118075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00093,CH790220290763,1533,5002.0,EGRID found in AV,11170.0,11169.716726018365,,20.912796500849478,3502.3268000278736,7646.477129474646,20.912796500849478,10778.70968591002,0.0,3502.3268000278736,0.0,0.0,0.0,20.912796500849478,0.0,370.0942435924992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7276.382885882147,0.0,0.0,0.0,0.0,0.0
TEST-00790,CH557915935029,3347,4080.0,EGRID found in AV,3611.0,3611.010922006914,,0.0,3611.0109220069144,0.0,0.0,3611.0109220069144,0.0,3611.0109220069144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00661,CH738572016401,1177,2117.0,EGRID found in AV,3719.0,3719.4604265083535,,0.0,3719.4604265083544,0.0,0.0,3719.4604265083544,0.0,3719.4604265083544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00114,CH831072941417,507,2198.0,EGRID found in AV,5078.0,5077.557226028638,,0.0,5077.553291464531,0.0,4702.377817649155,375.1754738153747,0.0,0.0025255578861180794,0.0,0.0,130.50900491523439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3518.1114053077936,992.840104241971,170.33421964140135,0.0,0.0,0.0,0.0,0.0,21.09208845798965,0.0,244.66394334225416,0.0
TEST-00447,CH107714711852,1054,3338.0,EGRID found in AV,682.0,682.2615470039823,,108.47541599997932,573.7861310040032,0.0,108.47541599997932,573.7861310040032,0.0,0.0,0.0,0.0,573.7861310040032,108.47541599997932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00066,CH179503278338,689,4045.0,EGRID found in AV,3880.0,3879.753584505564,,0.0,3879.753584505564,0.0,0.0,3879.753584505564,0.0,3879.753584505564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00872,CH602335404652,4536,576.0,EGRID found in AV,557.0,557.2002959963123,,61.917758001307526,495.2825379950048,0.0,61.917758001307526,495.2825379950048,0.0,0.0,0.0,0.0,495.2825379950048,61.917758001307526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00008,CH207946790751,820,1213.0,EGRID found in AV,623.0,623.6039184960257,,139.21859899816724,484.38531949877796,0.0,203.99715817613185,419.60676032081335,0.0,0.0,0.0,0.0,419.60676032081335,139.21859899816724,0.0,0.0,0.0,0.0,0.0,0.0,0.03610249645541854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.7424566815092,0.0,0.0,0.0
TEST-00518,CH724255523016,9505,6137.0,EGRID found in AV,417.0,416.959165502863,,0.0,0.0,416.959165502863,0.0,416.959165502863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.959165502863,0.0,0.0,0.0,0.0,0.0
TEST-00236,CH153746053538,179,768.0,EGRID found in AV,753.0,752.5299704992622,,0.2661846697822977,752.2637858291479,0.0,716.7474393787917,35.78253112013846,0.0,0.0,0.0,0.0,35.78253112013846,0.2661846697822977,0.0,0.0,0.0,0.0,0.0,0.0,716.4812547090094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00900,CH890779813948,4455,2771.0,EGRID found in AV,240.0,239.61279049756473,,65.89956669808373,173.71322380011517,0.0,65.89956669808373,173.71322380011517,0.0,0.0,0.0,0.0,173.71322380011517,65.89956669808373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00517,CH889446350295,3062,942.0,EGRID found in AV,4407.0,4407.378889518217,,129.5815475003938,3615.0558670095875,662.7414750078835,330.0660013539154,4077.312888163949,0.0,2167.34967755073,0.0,0.0,1247.2217356053357,129.5815475003938,0.0,0.0,0.0,0.0,0.0,0.0,172.11159435420643,0.0,0.0,28.37285949931517,0.0,0.0,662.7414750078835,0.0,0.0,0.0,0.0,0.0
TEST-00682,CH153102050742,570,5304.0,EGRID found in AV,213.0,212.75710999943396,,35.82147699983542,176.93563299959857,0.0,35.82147699983542,176.93563299959857,0.0,176.93563299959857,0.0,0.0,0.0,35.82147699983542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00275,CH396585776341,14401,6630.0,EGRID found in AV,2457.0,2457.0213769990933,,751.6524890044353,1670.9576166058812,34.411271387782314,1177.7086926253146,1279.3126843727841,0.0,0.0,0.0,0.0,1244.9014129850018,751.6524890044353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029020081287629562,0.0,0.0,0.0,0.0,0.0,0.0,426.0533016127505,34.411271387782314,0.0,0.0
TEST-00034,CH475084881516,609,4074.0,EGRID found in AV,1316.0,1315.8598884965681,,156.88692449890038,1111.2764199993985,47.69654399916785,208.44646339873384,1059.7168810995652,0.0,0.0,0.0,0.0,1059.7168810995652,156.88692449890038,0.0,0.0,47.69654399916785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.55953889983345,0.0,0.0,0.0
TEST-00764,CH237677509101,2277,3444.0,EGRID found in AV,30310.0,30310.296669988707,,0.0,28998.13126931796,1312.165400659293,22.598698050708215,30043.553378346664,0.0,28543.208456559725,0.0,0.0,0.0,0.0,0.0,244.1445935798821,0.0,0.0,0.0,0.0,22.598698050708215,0.0,0.0,0.0,0.0,0.0,77.4239759336318,0.0,0.0,990.5968311457791,432.3241147075276,0.0
TEST-00162,CH567717578953,1812,3253.0,EGRID found in AV,486.0,486.1297189981901,,153.53232099849754,332.5973979995815,0.0,346.58586508545284,139.5438539126262,0.0,0.0,0.0,0.0,139.5438539126262,153.53232099849754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0535440869553,0.0,0.0,0.0
TEST-00803,CH932079080118,OB15913,230.0,EGRID found in AV,130.0,129.59530599770193,,0.0,129.59530599746176,0.0,97.57931083652136,32.015995160940406,0.0,0.0,0.0,0.0,32.015995160940406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014069999515842202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.57790383656977,0.0,0.0,0.0
TEST-00200,CH394632443591,42,389.0,EGRID found in AV,21692.0,21692.24566350922,,0.0,21692.245663509224,0.0,0.0,21692.245663509224,0.0,21692.245663509224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00716,CH407959411767,62,2822.0,EGRID found in AV,706.0,705.9303864964712,,0.0,705.9209164978798,0.0,645.4285311357127,60.492385362167184,0.0,0.0,0.0,0.0,0.008054863083996434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.51846415037804,214.64200202634444,0.0,0.0,0.0,0.0,0.0,0.0,200.26806495899015,0.0,60.484330499083185,0.0
TEST-00205,CH235249300082,8375,6137.0,EGRID found in AV,75.0,74.70432249868546,,0.0,74.70432249868546,0.0,0.0,74.70432249868546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.70432249868546,0.0
TEST-00422,CH307757816901,1325,3312.0,EGRID found in AV,89.0,88.62655100054326,,0.0,88.62655100140033,0.0,74.00065712819213,14.625893873208195,0.0,0.0,0.0,0.0,14.625893873208195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.00065712819213,0.0,0.0,0.0
TEST-00128,CH445607773230,817,3714.0,EGRID found in AV,14772.0,14772.126393001863,,114.70595550005771,12792.46901361127,1864.9514239047016,206.94786159247593,14565.178531423553,0.0,12700.227107518851,0.0,0.0,0.0,114.70595550005771,0.0,0.0,0.0,0.0,0.0,0.0,92.24190609241823,0.0,0.0,0.0,0.0,0.0,1864.9514239047016,0.0,0.0,0.0,0.0,0.0
TEST-00933,CH445043770589,2423,3402.0,EGRID found in AV,213.0,212.7010864996733,,56.54432618972418,156.15676031131954,0.0,68.08889121324684,144.61219528779688,0.0,0.0,0.0,0.0,144.61219528779688,56.54432618972418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.544565023522663,0.0,0.0,0.0
TEST-00592,CH466852300484,11943,6024.0,EGRID found in AV,1093.0,1093.4706510090934,,0.0,11.238372961929002,1082.2322780452287,0.0,1093.4706510071576,0.0,11.238372961929002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.2322780452287,0.0,0.0,0.0,0.0,0.0
TEST-00690,CH967756543616,892,3961.0,EGRID found in AV,842.0,842.430673505323,,0.0,0.0,842.430673505323,0.0,842.430673505323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.430673505323,0.0,0.0,0.0,0.0,0.0
TEST-00820,CH251322786933,1555,1630.0,EGRID found in AV,1081.0,1080.8292935006102,,654.9416384987403,425.88765500187003,0.0,1080.8292935006102,0.0,0.0,0.0,0.0,0.0,0.0,654.9416384987403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.88765500187003,0.0,0.0,0.0
TEST-00131,CH173777793752,1190,3022.0,EGRID found in AV,952.0,951.6251940014125,,133.31959500084,818.3054881563523,0.0,133.31959500084,818.3054881563523,0.0,0.0,0.0,0.0,818.3054881563523,133.31959500084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00109,CH957780782910,61876,4566.0,EGRID found in AV,2308.0,2308.0546430009276,,839.464941996297,1468.5892916184182,0.0,2191.0241820498554,117.03005156485978,0.0,0.0,0.0,0.0,117.03005156485978,839.464941996297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056229993897929376,0.0,0.0,0.0,0.0,0.0,0.0,1351.5536170541686,0.0,0.0,0.0
TEST-00220,CH807742737680,840,3422.0,EGRID found in AV,1393.0,1392.6352235000184,,0.0,0.0,1392.6352235000181,0.0,1392.6352235000181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392.6352235000181,0.0,0.0,0.0,0.0,0.0
TEST-00453,CH243546971181,1360,670.0,EGRID found in AV,2289.0,2289.084610990187,,0.0,372.91850037282217,1916.1661106205383,155.10606097167118,2133.9785500216894,0.0,0.0,0.0,0.0,217.81243940115098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.10606097167118,0.0,0.0,0.0,0.0,0.0,1916.1661106205383,0.0,0.0,0.0,0.0,0.0
TEST-00673,CH327974896795,1623,2701.0,EGRID found in AV,263.0,262.5409094985388,,151.12641200078372,111.41449749775504,0.0,262.5409094985388,0.0,0.0,0.0,0.0,0.0,0.0,151.12641200078372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.41449749775504,0.0,0.0,0.0
TEST-00397,CH143546862438,1759,552.0,EGRID found in AV,22017.0,22016.52993900353,,0.0,21931.38439261679,85.14554638022275,246.53498911482632,21684.84940350196,0.0,21684.84940350196,0.0,0.0,0.0,0.0,0.0,85.14554638022275,0.0,0.0,0.0,0.0,246.53498911482632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00913,CH440702163427,594,5230.0,EGRID found in AV,826.0,825.5015830017319,,0.0,0.0,825.5063832778332,0.0,825.5063832778332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.5063832778332,0.0,0.0,0.0,0.0,0.0
TEST-00878,CH579477844701,1641,3405.0,EGRID found in AV,552.0,552.4821630061019,,123.1586460006665,429.3231165057182,0.0,123.1586460006665,429.3231165057182,0.0,0.0,0.0,0.0,429.3231165057182,123.1586460006665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00760,CH134616355619,2771,954.0,EGRID found in AV,301.0,301.4882645000538,,92.91185399877517,208.57641050127862,0.0,92.91185399877517,208.57641050127862,0.0,0.0,0.0,0.0,208.57641050127862,92.91185399877517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00261,CH986602078550,524,5097.0,EGRID found in AV,539.0,540.539364999905,,36.39519550027364,504.14375487120077,0.0,70.14974661223008,470.3892037592443,0.0,0.0,0.0,0.0,470.3892037592443,36.39519550027364,0.0,0.0,0.0,0.0,0.0,0.0,33.754551111956445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00454,CH310751020036,1412,5250.0,EGRID found in AV,220.0,219.49835599768238,,82.00221143907325,137.4961445582734,0.0,150.8089260576333,68.68942993971332,0.0,0.0,0.0,0.0,68.68942993971332,82.00221143907325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.80671461856005,0.0,0.0,0.0
TEST-00321,CH981301667859,10418,3762.0,EGRID found in AV,432.0,431.6321365009929,,154.69817450033486,276.9339620018607,0.0,310.951072367175,120.68106413502055,0.0,0.0,0.0,0.0,120.68106413502055,154.69817450033486,0.0,0.0,0.0,0.0,0.0,0.0,0.02333476822903692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.22956309861112,0.0,0.0,0.0
TEST-00705,CH757845850677,1514,4283.0,EGRID found in AV,500.0,499.84602899967643,,142.3008708040826,356.31126851691255,1.2338896792085008,226.0411978370537,272.57094148394145,0.0,0.08206414515705115,0.0,0.0,272.4888773387844,142.3008708040826,0.0,1.2338896792085008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.74032703297111,0.0,0.0,0.0
TEST-00863,CH873099255249,1351,6135.0,EGRID found in AV,152.0,152.2136444985505,,0.0,152.2136444985505,0.0,0.0,152.2136444985505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.2136444985505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00184,CH554507794695,1882,1213.0,EGRID found in AV,13.0,12.555209000152683,,0.0,12.555209000152683,0.0,12.555209000152683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.555209000152683,0.0,0.0,0.0
TEST-00207,CH394612013512,178,782.0,EGRID found in AV,2273.0,2272.520297496288,,0.0,883.0478270967589,1389.472470398902,0.0,2272.520297495661,0.0,883.0478270967589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1389.472470398902,0.0,0.0,0.0,0.0,0.0
TEST-00028,CH776978562229,1127,1630.0,EGRID found in AV,765.0,765.4079849977121,,92.14244749849453,673.2649618416021,0.0,111.54109502507404,653.8663143150226,0.0,0.0,0.0,0.0,653.8663143150226,92.14244749849453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.398647526579513,0.0,0.0,0.0
TEST-00876,CH300907480228,1849,5192.0,EGRID found in AV,1038.0,1037.934735500771,,235.06901700055303,802.8657185025432,0.0,745.6949039480086,292.2398315550877,0.0,0.0,0.0,0.0,292.2398315550877,235.06901700055303,0.0,0.0,0.0,0.0,0.0,0.0,181.1204571679004,0.0,0.0,33.32717350037539,0.0,0.0,0.0,0.0,296.1782562791798,0.0,0.0,0.0
TEST-00576,CH773382740654,321,4260.0,EGRID found in AV,777.0,777.0390135021536,,250.84451600176484,526.1944975008822,0.0,418.49096495409214,358.5480485485549,0.0,0.0,0.0,0.0,358.5480485485549,250.84451600176484,0.0,0.0,0.0,0.0,0.0,0.0,0.0027178521271569167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.6437311002001,0.0,0.0,0.0
TEST-00901,CH927771950417,4816,4551.0,EGRID found in AV,10337.0,10337.320284985497,,0.0,0.0,10337.3202849855,0.0,10337.3202849855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10337.3202849855,0.0,0.0,0.0,0.0,0.0
TEST-00095,CH636583636892,4546,6628.0,EGRID found in AV,561.0,561.244684503128,,75.4320190000918,485.02283013417593,0.7898353715051125,238.80008099969933,321.65476813456837,0.0,0.0,0.0,0.0,321.65476813456837,75.4320190000918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.36806199960753,0.0,0.0,0.7898353715051125
TEST-00552,CH937681398161,352,4140.0,EGRID found in AV,2221.0,2221.1895025068975,,0.0,2221.1895025068984,0.0,0.0,2221.1895025068984,0.0,2221.1895025068984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00607,CH467953936810,403,1348.0,EGRID found in AV,5245.0,5245.352930993082,,0.0,3748.0801774507,1497.2727535423699,0.02773693852235839,5245.325194054548,0.0,3748.052440512178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02773693852235839,0.0,0.0,0.0,0.0,0.0,1497.2727535423699,0.0,0.0,0.0,0.0,0.0
TEST-00561,CH887267897274,2385,4185.0,EGRID found in AV,3195.0,3195.4231795062215,,0.0,0.9575419044277784,3194.4656375987774,0.9575419044277784,3194.4656375987774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9575419044277784,0.0,0.0,0.0,0.0,0.0,3194.4656375987774,0.0,0.0,0.0,0.0,0.0
TEST-00442,CH607703819469,18005,191.0,EGRID found in AV,709.0,709.2510440004372,,265.49062899867425,443.75902896516004,0.0,277.6911079058184,431.5585500580159,0.0,0.0,0.0,0.0,431.5585500580159,265.49062899867425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.200478907144142,0.0,0.0,0.0
TEST-00209,CH657146833574,136,310.0,EGRID found in AV,7296.0,7295.7476744984315,,0.0,7295.747674498432,0.0,0.0,7295.747674498432,0.0,7295.747674498432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00642,CH288266157344,377,4305.0,EGRID found in AV,307.0,307.1624739998502,,129.19678967712923,177.96568432313776,0.0,129.19678967712923,177.96568432313776,0.0,0.0,0.0,0.0,177.96568432313776,129.19678967712923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00352,CH712968807706,40884,4566.0,EGRID found in AV,4940.0,4940.206733980581,,713.337334502675,4226.869399478333,0.0,1112.571027156596,3827.6357068244124,0.0,0.0,0.0,0.0,3827.6357068244124,713.337334502675,0.0,0.0,0.0,0.0,0.0,0.0,0.0013120183924709705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.23238063552844,0.0,0.0,0.0
TEST-00679,CH283652301270,7998,6248.0,EGRID found in AV,567.0,567.3024255042135,,0.0,567.3019899459548,0.0,4.3102699399055115,562.9917200060493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.9917200060493,4.3102699399055115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00514,CH867797610480,7552,3392.0,EGRID found in AV,2935.0,2934.687294490809,,0.0,2768.0403930524567,166.64690143910875,0.0,2768.0403930524567,0.0,2766.6173758765062,0.0,0.0,1.423017175950534,0.0,0.0,166.64690143910875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00301,CH600435624614,398,769.0,EGRID found in AV,50.0,50.10336799998374,,0.0,50.10336799998374,0.0,50.10336799998374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.10336799998374,0.0,0.0,0.0
TEST-00302,CH888917887268,2960,3792.0,EGRID found in AV,86.0,85.59598050195649,,57.99851384255585,27.59746666112027,0.0,60.23496609050488,25.361014413171247,0.0,0.0,0.0,0.0,25.361014413171247,57.99851384255585,0.0,0.0,0.0,0.0,0.0,0.0,2.236452247949023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEST-00309,CH470798760233,1246,5118.0,EGRID found in AV,859.0,858.9111120021735,,255.6853414978827,603.2256779265788,0.0,326.8081101303386,532.1029092941228,0.0,0.0,0.0,0.0,532.1029092941228,255.6853414978827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.1227686324559,0.0,0.0,0.0
TEST-00504,CH257165771379,570,3213.0,EGRID found in AV,24614.0,24614.001972497186,,0.0,24614.001972497183,0.0,0.0,24614.001972497183,0.0,24614.001972497183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
