ID,EGRID,Nummer,BFSNr,Check_EGRID,Flaeche,parcel_area_m2,Bemerkung
TEST-00117,CH216338658451,1070,6623.0,EGRID in AV gefunden,68.0,68.03764300139613,
TEST-00663,CH440861772967,1541,2855.0,EGRID in AV gefunden,3101.0,3101.3835490119973,
TEST-00348,CH227872073960,414,2767.0,EGRID in AV gefunden,2785.0,2784.77141450082,
TEST-00715,CH560302071681,29,5281.0,EGRID in AV gefunden,43.0,43.11052849979549,
TEST-00096,CH893977786558,110,3274.0,EGRID in AV gefunden,3355.0,3355.371885135327,
TEST-00074,CH260183959835,2540,4044.0,EGRID in AV gefunden,841.0,841.4809359970974,
TEST-00744,CH894778590448,1205,3581.0,EGRID in AV gefunden,1664.0,1664.4843585043416,
TEST-00029,CH243546163905,1644,955.0,EGRID in AV gefunden,768.0,768.0185059981127,
TEST-00556,CH513565461704,1359,561.0,EGRID in AV gefunden,12886.0,12885.869309492695,
TEST-00543,CH910975117740,2358,242.0,EGRID in AV gefunden,1544.0,1544.364494008917,
TEST-00006,CH754208735412,1395,2904.0,EGRID in AV gefunden,20096.0,20095.544983024913,
TEST-00845,CH613537461530,1650,905.0,EGRID in AV gefunden,348.0,347.91563449549307,
TEST-00767,CH735477515669,4607,4461.0,EGRID in AV gefunden,573.0,572.748654494236,
TEST-00910,CH267708817284,503,3342.0,EGRID in AV gefunden,23238.0,23238.49596753716,
TEST-00419,CH313817287729,HN12335,295.0,EGRID in AV gefunden,922.0,922.2346469998787,
TEST-00937,CH589676917817,1226,3822.0,EGRID in AV gefunden,5223.0,5222.5473419953,
TEST-00247,CH841293777670,871,3427.0,EGRID in AV gefunden,196.0,196.1115944986972,
TEST-00775,CH610755021577,718,5225.0,EGRID in AV gefunden,971.0,971.465195497822,
TEST-00991,CH267152300372,1393,6173.0,EGRID in AV gefunden,681.0,681.1848409930342,
TEST-00431,CH543052705696,393,6032.0,EGRID in AV gefunden,15107.0,15106.936435509224,
TEST-00843,CH627742200819,VE303,230.0,EGRID in AV gefunden,499.0,499.47553149893736,
TEST-00404,CH954022786936,5,1630.0,EGRID in AV gefunden,152040.0,152040.14400799284,
TEST-00924,CH393378522712,1598,3733.0,EGRID in AV gefunden,756.0,755.6180459937043,
TEST-00887,CH427778831255,234,2784.0,EGRID in AV gefunden,97.0,96.86580450033114,
TEST-00362,CH394683043543,1031,540.0,EGRID in AV gefunden,2681.0,2681.1936524693538,
TEST-00413,CH315975177938,1899,2831.0,EGRID in AV gefunden,428.0,428.4953020034598,
TEST-00692,CH554900778220,4221,4821.0,EGRID in AV gefunden,9794.0,9793.589034001254,
TEST-00257,CH443052693755,19710,6037.0,EGRID in AV gefunden,1000.0,1000.1109984939504,
TEST-00256,CH143546946174,1698,944.0,EGRID in AV gefunden,1044.0,1044.4362204991546,
TEST-00395,CH652602170768,482,5324.0,EGRID in AV gefunden,2010.0,2009.9077995192533,
TEST-00407,CH313568464814,428,980.0,EGRID in AV gefunden,615.0,615.0887860025038,
TEST-00566,CH567797610584,7292,3392.0,EGRID in AV gefunden,18613.0,18613.073272009213,
TEST-00698,CH627794875579,2608,3234.0,EGRID in AV gefunden,681.0,680.6244765014872,
TEST-00350,CH173477745335,732,178.0,EGRID in AV gefunden,205.0,205.2152839991715,
TEST-00116,CH825696523011,3484,6022.0,EGRID in AV gefunden,457.0,456.9537425050082,
TEST-00087,CH740820788185,TO5344,230.0,EGRID in AV gefunden,307.0,307.0212500044727,
TEST-00568,CH727745545107,1962,4461.0,EGRID in AV gefunden,2621.0,2620.6487995086286,
TEST-00660,CH998679866868,11014,3921.0,EGRID in AV gefunden,2000.0,2000.217719496511,
TEST-00043,CH194177703901,6048,3543.0,EGRID in AV gefunden,83.0,82.86723149988416,
TEST-00945,CH667729570295,7820,231.0,EGRID in AV gefunden,3874.0,3874.447367506235,
TEST-00627,CH727786341030,1856,116.0,EGRID in AV gefunden,395.0,394.51511899733,
TEST-00341,CH486471287783,813,4723.0,EGRID in AV gefunden,750.0,750.0217520060615,
TEST-00060,CH299177478793,3997,1331.0,EGRID in AV gefunden,870.0,870.3283850041225,
TEST-00521,CH659752833002,1189,6212.0,EGRID in AV gefunden,409.0,408.9751560047371,
TEST-00177,CH398397879564,883,4034.0,EGRID in AV gefunden,2608.0,2607.5151110083825,
TEST-00737,CH468464361795,763,663.0,EGRID in AV gefunden,918.0,918.0004069982162,
TEST-00687,CH273046035220,8231,6137.0,EGRID in AV gefunden,193.0,193.1418570019228,
TEST-00976,CH241244359067,,,EGRID fehlt oder nicht in AV,,,Nicht existierende EGRID (Testfall)
TEST-00952,CH973989897634,197,4139.0,EGRID in AV gefunden,652.0,651.8117475004649,
TEST-00235,CH910670667701,621,4946.0,EGRID in AV gefunden,1202.0,1201.8045139901292,
TEST-00643,CH413271567475,2646,4228.0,EGRID in AV gefunden,117.0,117.11774900368934,
TEST-00730,CH190283130739,418,5072.0,EGRID in AV gefunden,130.0,130.07896450020152,
TEST-00537,CH513561467183,183,608.0,EGRID in AV gefunden,722.0,721.687796004972,
TEST-00328,CH907796835041,5824,155.0,EGRID in AV gefunden,60.0,60.15180000114351,
TEST-00282,CH479593158335,1970,4038.0,EGRID in AV gefunden,12850.0,12850.006173484357,
TEST-00580,CH628992063338,2428,4258.0,EGRID in AV gefunden,13.0,13.177563001009135,
TEST-00632,CH379492651028,932,2155.0,EGRID in AV gefunden,1672.0,1672.002006505502,
TEST-00165,CH495249783033,798,6213.0,EGRID in AV gefunden,15358.0,15357.669885024516,
TEST-00065,CH446601775483,10173,3762.0,EGRID in AV gefunden,233.0,233.18724300175955,
TEST-00680,CH893283340693,2823,2473.0,EGRID in AV gefunden,4272.0,4272.398719509297,
TEST-00909,CH267708817284,503,3342.0,EGRID in AV gefunden,23238.0,23238.49596753716,
TEST-00888,CH613582460325,1677,690.0,EGRID in AV gefunden,377.0,376.89908549613426,
TEST-00866,CH240876771316,13110,158.0,EGRID in AV gefunden,1252.0,1251.5809340018213,
TEST-00817,CH158890775764,2128,3204.0,EGRID in AV gefunden,3511.0,3510.9405514907094,
TEST-00152,CH368745069834,2369,4279.0,EGRID in AV gefunden,535.0,535.0241120019034,
TEST-00832,CH554685740108,2182,2306.0,EGRID in AV gefunden,2823.0,2822.784701981632,
TEST-00398,CH253710749462,255,2097.0,EGRID in AV gefunden,224.0,221.0150864993161,
TEST-00651,CH974977448201,651,2772.0,EGRID in AV gefunden,631.0,630.9787790013226,
TEST-00765,CH357364779812,1497,4546.0,EGRID in AV gefunden,236.0,236.01593999373677,
TEST-00899,CH827798492423,2845,1301.0,EGRID in AV gefunden,1317.0,1316.8790205066873,
TEST-00911,CH870686883263,1340,2481.0,EGRID in AV gefunden,208.0,208.02948000389654,
TEST-00860,CH267708542221,613,2938.0,EGRID in AV gefunden,327.0,326.9679800030735,
TEST-00920,CH512471297744,579,3202.0,EGRID in AV gefunden,24618.0,24618.38698152751,
TEST-00623,CH810149247797,7618,3851.0,EGRID in AV gefunden,4536.0,4535.8691174889755,
TEST-00987,00000,,,EGRID fehlt oder nicht in AV,,,Ungueltige EGRID (Testfall)
TEST-00490,CH949410973307,1045,2152.0,EGRID in AV gefunden,1465.0,1468.3173319947246,
TEST-00606,CH370682794589,262,4281.0,EGRID in AV gefunden,5399.0,5398.513805998491,
TEST-00263,CH357086774842,2368,120.0,EGRID in AV gefunden,2296.0,2295.700441501655,
TEST-00010,CH289046352001,1570,841.0,EGRID in AV gefunden,761.0,760.6945854990205,
TEST-00482,CH407763795728,1470,101.0,EGRID in AV gefunden,712.0,711.343467501176,
TEST-00142,CH192977905753,6728,231.0,EGRID in AV gefunden,528.0,528.320482997213,
TEST-00771,CH167032060097,1004,2535.0,EGRID in AV gefunden,7390.0,7389.877314976763,
TEST-00522,CH785846357954,102,872.0,EGRID in AV gefunden,6354.0,6353.958239006077,
TEST-00583,CH357346413554,1921,443.0,EGRID in AV gefunden,2693.0,2693.24739151207,
TEST-00753,CH407154740844,1441,2937.0,EGRID in AV gefunden,972.0,971.6832699995568,
TEST-00296,CH330281079220,2419,5050.0,EGRID in AV gefunden,8371.0,8371.731584505485,
TEST-00624,CH272277924783,2429,3276.0,EGRID in AV gefunden,9373.0,9373.396891499138,
TEST-00722,CH698970376727,0340,2703.0,EGRID in AV gefunden,459.0,459.4256640005056,
TEST-00672,CH182010949953,709,2294.0,EGRID in AV gefunden,7201.0,7201.042611012183,
TEST-00560,CH425666523029,4007,6022.0,EGRID in AV gefunden,144.0,143.61091250073642,
TEST-00907,CH229478678923,97,4125.0,EGRID in AV gefunden,607.0,607.2913024956813,
TEST-00750,CH640702925697,1918,5236.0,EGRID in AV gefunden,1806.0,1805.9986904977202,
TEST-00338,CH357249779976,7557,53.0,EGRID in AV gefunden,457.0,457.2492534955208,
TEST-00769,CH911599307790,5528,195.0,EGRID in AV gefunden,156.0,155.85693399548512,
TEST-00678,CH937773668917,2077,6261.0,EGRID in AV gefunden,638.0,638.1715839991281,
TEST-00126,CH110824617073,1656,2863.0,EGRID in AV gefunden,612.0,612.1136834990563,
TEST-00423,CH640632827163,657,2582.0,EGRID in AV gefunden,846.0,845.75013949955,
TEST-00773,CH719685947739,1756,3847.0,EGRID in AV gefunden,1952.0,1951.7130615073174,
TEST-00637,CH348073777936,12225,6137.0,EGRID in AV gefunden,406.0,405.6511089938885,
TEST-00953,CH491091949495,2580,2053.0,EGRID in AV gefunden,483.0,483.13919050434936,
TEST-00507,CH543546713731,56,616.0,EGRID in AV gefunden,23468.0,23465.222520015628,
TEST-00828,CH373507924638,3625,938.0,EGRID in AV gefunden,429.0,429.0100429971966,
TEST-00198,CH323209463573,1983,311.0,EGRID in AV gefunden,2537.0,2537.45767599728,
TEST-00930,CH213988768125,1786,4140.0,EGRID in AV gefunden,97.0,96.67771800018161,
TEST-00934,CH445043770589,2423,3402.0,EGRID in AV gefunden,213.0,212.7010864996733,
TEST-00674,CH427693463535,361,353.0,EGRID in AV gefunden,503.0,502.78733100263884,
TEST-00988,00000,,,EGRID fehlt oder nicht in AV,,,Ungueltige EGRID (Testfall)
TEST-00024,CH475299742355,95,4012.0,EGRID in AV gefunden,3829.0,3829.2591524919553,
TEST-00921,CH555552793018,1710,6158.0,EGRID in AV gefunden,836.0,836.2637179942787,
TEST-00146,CH376277760034,968,3407.0,EGRID in AV gefunden,1985.0,1985.2340819956637,
TEST-00183,CH927840824969,1845,2770.0,EGRID in AV gefunden,1000.0,999.643277508782,
TEST-00206,CH111692747772,3757,4161.0,EGRID in AV gefunden,1690.0,1700.755749998342,
TEST-00021,CH992177842448,4119,3274.0,EGRID in AV gefunden,464.0,463.5812199989093,
TEST-00656,CH207783894691,1331,225.0,EGRID in AV gefunden,756.0,756.2723224999869,
TEST-00443,CH712751337763,4203,3722.0,EGRID in AV gefunden,1215.0,1214.7514864937675,
TEST-00317,CH295246893095,11172,6137.0,EGRID in AV gefunden,2582.0,2582.042182504912,
TEST-00620,CH844963778907,1168,3272.0,EGRID in AV gefunden,15539.0,15538.598031514712,
TEST-00967,CH393579333479,,,EGRID fehlt oder nicht in AV,,,Nicht existierende EGRID (Testfall)
TEST-00631,CH737678911863,280,3804.0,EGRID in AV gefunden,37.0,37.357365000516864,
TEST-00464,CH720163020760,1185,5266.0,EGRID in AV gefunden,5826.0,5807.8650870043775,
TEST-00589,CH533280067940,1984,2580.0,EGRID in AV gefunden,730.0,729.9265150049915,
TEST-00295,CH530670337972,3556,4253.0,EGRID in AV gefunden,521.0,521.1418565011609,
TEST-00325,CH238303957964,6137,4045.0,EGRID in AV gefunden,18.0,18.093670000054683,
TEST-00473,CH534689356689,2049,351.0,EGRID in AV gefunden,550.0,550.2817509927783,
TEST-00026,CH473577384621,505,497.0,EGRID in AV gefunden,294.0,293.82301950120075,
TEST-00827,CH990677995190,141,131.0,EGRID in AV gefunden,476.0,476.259260500517,
TEST-00529,CH773674156467,4067,312.0,EGRID in AV gefunden,518.0,518.4656845038666,
TEST-00646,CH896477782208,4717,172.0,EGRID in AV gefunden,1297.0,1297.2839849991083,
TEST-00170,CH873584674626,6142,362.0,EGRID in AV gefunden,133.0,132.97158349681652,
TEST-00569,CH143284777247,589,59.0,EGRID in AV gefunden,78834.0,78834.62745848739,
TEST-00942,CH141105749946,2033,4196.0,EGRID in AV gefunden,524.0,523.7808244997241,
TEST-00989,00000,,,EGRID fehlt oder nicht in AV,,,Ungueltige EGRID (Testfall)
TEST-00609,CH230077828325,241,4811.0,EGRID in AV gefunden,130785.0,130785.1949944834,
TEST-00401,CH833378275980,1288,3733.0,EGRID in AV gefunden,1253.0,1253.047247506336,
TEST-00531,CH908106903261,633,2573.0,EGRID in AV gefunden,278.0,278.4081400011785,
TEST-00383,CH557466961522,128,4320.0,EGRID in AV gefunden,2214.0,2214.052744497576,
TEST-00172,CH188915509329,4585,4080.0,EGRID in AV gefunden,414.0,413.96809799821995,
TEST-00979,CH905534830261,,,EGRID fehlt oder nicht in AV,,,Nicht existierende EGRID (Testfall)
TEST-00308,CH227861896779,1728,2701.0,EGRID in AV gefunden,266.0,265.96254800033597,
TEST-00525,CH452508705497,807,2917.0,EGRID in AV gefunden,908.0,907.9836025088102,
TEST-00535,CH358802870732,1074,5001.0,EGRID in AV gefunden,539.0,538.8303474967978,
TEST-00097,CH707764897365,1142,3342.0,EGRID in AV gefunden,3411.0,3410.5922059805594,
TEST-00784,CH736589631062,1379,6604.0,EGRID in AV gefunden,581.0,580.7519450022675,
TEST-00238,CH767274168030,791,4165.0,EGRID in AV gefunden,411.0,411.18412850174064,
TEST-00811,CH165252306374,7512,6218.0,EGRID in AV gefunden,125.0,124.84326250048699,
TEST-00424,CH588166158554,844,4312.0,EGRID in AV gefunden,1959.0,1958.9734254974437,
TEST-00524,CH434877389344,4279,56.0,EGRID in AV gefunden,1381.0,1381.3895404977065,
TEST-00125,CH461246359292,7258,371.0,EGRID in AV gefunden,977.0,976.7779215022782,
TEST-00622,CH645408711047,371,2938.0,EGRID in AV gefunden,532.0,532.0114360020424,
TEST-00519,CH743546484821,3002,329.0,EGRID in AV gefunden,934.0,934.3080140034375,
TEST-00467,CH943594776893,117,3663.0,EGRID in AV gefunden,781.0,780.8269439916318,
TEST-00796,CH557781776903,314,26.0,EGRID in AV gefunden,79.0,78.52366750833303,
TEST-00389,CH597677639153,606,3805.0,EGRID in AV gefunden,715.0,715.1421925073603,
TEST-00394,CH260702077417,135,5239.0,EGRID in AV gefunden,157.0,158.12506849992934,
TEST-00540,CH333577147039,6384,152.0,EGRID in AV gefunden,3369.0,3368.7995669967618,
TEST-00364,CH207235514693,391,632.0,EGRID in AV gefunden,325.0,325.47992550111076,
TEST-00693,CH307738828457,1440,3271.0,EGRID in AV gefunden,1275.0,1274.7952764940608,
TEST-00450,CH907233760632,720,4254.0,EGRID in AV gefunden,911.0,911.5128485008017,
TEST-00884,CH682832068934,1276,2572.0,EGRID in AV gefunden,632.0,631.6585864975452,
TEST-00614,CH913571463587,2984,312.0,EGRID in AV gefunden,825.0,825.0368015028833,
TEST-00597,CH128160523092,1039,6194.0,EGRID in AV gefunden,999.0,999.0974989953705,
TEST-00640,CH111171058810,323,4199.0,EGRID in AV gefunden,565.0,565.0876050052857,
TEST-00964,CH861409720452,,,EGRID fehlt oder nicht in AV,,,Nicht existierende EGRID (Testfall)
TEST-00193,CH853400778232,449,4831.0,EGRID in AV gefunden,464.0,464.44919000328923,
TEST-00156,CH986407397867,4077,2767.0,EGRID in AV gefunden,150.0,150.02039099816983,
TEST-00154,CH310624329722,2900,2613.0,EGRID in AV gefunden,1042.0,1042.1642259999287,
TEST-00409,CH727855226965,899,1630.0,EGRID in AV gefunden,4377.0,4377.461126507832,
TEST-00654,CH832678209560,655,4421.0,EGRID in AV gefunden,600.0,599.9631160032317,
TEST-00762,CH319881857787,2384,69.0,EGRID in AV gefunden,2830.0,2830.374162015792,
TEST-00711,CH907288961748,827,3792.0,EGRID in AV gefunden,62.0,62.101892498350196,
TEST-00708,CH894684323571,1707,412.0,EGRID in AV gefunden,261.0,260.5129885034711,
TEST-00303,CH582120087879,VE4378,230.0,EGRID in AV gefunden,694.0,694.4446779936402,
TEST-00563,CH441651778084,1719,3214.0,EGRID in AV gefunden,1024.0,1023.9630279982379,
TEST-00344,CH510881617895,541,2865.0,EGRID in AV gefunden,23675.0,23675.112525010583,
TEST-00425,CH331082942190,250,2234.0,EGRID in AV gefunden,104.0,98.7244884989016,
TEST-00701,CH271477704873,3755,71.0,EGRID in AV gefunden,586.0,585.431937002559,
TEST-00839,CH682052303057,72,6157.0,EGRID in AV gefunden,512.0,512.4856100023519,
TEST-00420,CH667788270143,3673,3732.0,EGRID in AV gefunden,405833.0,405833.29795114597,
TEST-00691,CH168610949190,970,2305.0,EGRID in AV gefunden,2213.0,2213.129269498575,
TEST-00526,CH957900775175,HU125,291.0,EGRID in AV gefunden,76.0,76.11426000203514,
TEST-00613,CH487761897727,7216,111.0,EGRID in AV gefunden,150.0,149.97969699918858,
TEST-00834,CH490203920732,366,5254.0,EGRID in AV gefunden,1353.0,1352.7281479943958,
TEST-00345,CH727098226988,649,1630.0,EGRID in AV gefunden,11164.0,11162.54566751631,
TEST-00577,CH250546353502,563,338.0,EGRID in AV gefunden,16941.0,16941.361664987417,
TEST-00534,CH960802075760,526,5151.0,EGRID in AV gefunden,66180.0,66179.90644399595,
TEST-00873,CH728401463560,1372,412.0,EGRID in AV gefunden,1105.0,1105.2452154958544,
TEST-00763,CH216394658432,1654,6621.0,EGRID in AV gefunden,1200.0,1200.3056435024603,
TEST-00565,CH735277487615,230,3004.0,EGRID in AV gefunden,2044.0,2044.286054989507,
TEST-00168,CH143052680991,13799,6024.0,EGRID in AV gefunden,808.0,808.073395992951,
TEST-00044,CH587245069716,426,4284.0,EGRID in AV gefunden,1015.0,1014.7725450120545,
TEST-00239,CH911193050709,1587,4209.0,EGRID in AV gefunden,462.0,461.50537199859065,
TEST-00599,CH643052304695,1334,6157.0,EGRID in AV gefunden,7693.0,7692.952126530398,
TEST-00870,CH443546161261,664,952.0,EGRID in AV gefunden,17387.0,17386.989264516214,
TEST-00494,CH907769972276,486,1630.0,EGRID in AV gefunden,445.0,445.3390355027138,
TEST-00841,CH813511462391,5014,576.0,EGRID in AV gefunden,5273.0,5273.476259503973,
TEST-00307,CH791084199487,212ba,2236.0,EGRID in AV gefunden,2430.0,2468.461058009261,
TEST-01000,CH284494357775,6266,3661.0,EGRID in AV gefunden,20545.0,20544.679019018935,
TEST-00056,CH973079955282,1000,6211.0,EGRID in AV gefunden,3727.0,3727.3402750088267,
TEST-00885,CH757906736587,125,1709.0,EGRID in AV gefunden,855.0,855.1383194931196,
TEST-00712,CH473977771719,303,93.0,EGRID in AV gefunden,26.0,26.447735499364043,
TEST-00127,CH893274470638,7,2464.0,EGRID in AV gefunden,1753.0,1752.7375649984115,
TEST-00469,CH420728155039,1816,4082.0,EGRID in AV gefunden,754.0,754.2841870030045,
TEST-00408,CH148516777303,76,31.0,EGRID in AV gefunden,63.0,63.493157503159,
TEST-00187,CH208463236567,3037,6643.0,EGRID in AV gefunden,466.0,466.132444502023,
TEST-00387,CH208235464632,1358,354.0,EGRID in AV gefunden,18.0,18.015591999059026,
TEST-00948,CH943546081212,1875,944.0,EGRID in AV gefunden,400.0,399.8522774993653,
TEST-00523,CH434639356886,5742,576.0,EGRID in AV gefunden,1285.0,1284.597451502191,
TEST-00196,CH882052305462,21129,6265.0,EGRID in AV gefunden,238.0,237.8883209990753,
TEST-00842,CH225422523062,16795,6265.0,EGRID in AV gefunden,143.0,142.7323710013596,
TEST-00316,CH830291076380,997,5141.0,EGRID in AV gefunden,259.0,261.3304649991755,
TEST-00515,CH727783232278,8044,161.0,EGRID in AV gefunden,264.0,264.44088299479074,
TEST-00437,CH313002527420,1490,6021.0,EGRID in AV gefunden,974.0,974.4927240028046,
TEST-00676,CH569746350185,1059,355.0,EGRID in AV gefunden,8221.0,8221.109815980974,
TEST-00267,CH267632060788,1059,2404.0,EGRID in AV gefunden,1289.0,1289.2483344993916,
TEST-00806,CH301335154614,406,734.0,EGRID in AV gefunden,387.0,386.83359150089007,
TEST-00382,CH931075941057,97,2041.0,EGRID in AV gefunden,2062.0,2061.9091954998667,
TEST-00949,CH527799875964,F4550,3203.0,EGRID in AV gefunden,882.0,882.3262604936543,
TEST-00741,CH995268043011,11244,6024.0,EGRID in AV gefunden,910.0,909.5082924957306,
TEST-00717,CH439979918253,WO6340,261.0,EGRID in AV gefunden,162.0,161.68171349331726,
TEST-00204,CH358984773050,1152,3256.0,EGRID in AV gefunden,2572.0,2571.653595998495,
TEST-00751,CH437486167029,749,4181.0,EGRID in AV gefunden,467.0,467.1549369953294,
TEST-00939,CH953977896623,5134,6076.0,EGRID in AV gefunden,192.0,192.12322200240058,
TEST-00390,CH909706543228,440,2620.0,EGRID in AV gefunden,1133.0,1133.429468502849,
TEST-00727,CH443546331705,1494,312.0,EGRID in AV gefunden,22833.0,22833.341536003983,
TEST-00829,CH534574067934,1392,4276.0,EGRID in AV gefunden,3198.0,3197.625331022499,
TEST-00562,CH509294941088,599,2265.0,EGRID in AV gefunden,868.0,868.2011244942744,
TEST-00725,CH367801667036,31042,3762.0,EGRID in AV gefunden,1665.0,1665.3841124980834,
TEST-00258,CH778577761637,1504,31.0,EGRID in AV gefunden,1403.0,1403.330771992951,
TEST-00365,CH149410876583,1107.05801;0590,2306.0,EGRID in AV gefunden (4 Einträge zusammengeführt),2771.0,7850.005801006267,
TEST-00783,CH458194770372,17150,191.0,EGRID in AV gefunden,305.0,304.82308749861465,
TEST-00456,CH910678458977,4307,4280.0,EGRID in AV gefunden,1006.0,1005.6858299991407,
TEST-00294,CH268367897543,940,4105.0,EGRID in AV gefunden,1254.0,1254.1964725065836,
TEST-00802,CH410663328636,579,2611.0,EGRID in AV gefunden,2057.0,2057.417549997912,
TEST-00092,CH487017597921,2801,2823.0,EGRID in AV gefunden,233.0,232.96462399977153,
TEST-00212,CH630295070474,73,5186.0,EGRID in AV gefunden,641.0,640.8426100013701,
TEST-00036,CH113512462131,1985,793.0,EGRID in AV gefunden,960.0,960.2034115037272,
TEST-00111,CH187446357029,371,884.0,EGRID in AV gefunden,3442.0,3441.5969715053666,
TEST-00322,CH437677397282,2025,4131.0,EGRID in AV gefunden,999.0,998.6457319971303,
TEST-00800,CH758823772213,9924,161.0,EGRID in AV gefunden,33405.0,33404.53241849257,
TEST-00217,CH388586487734,8007,120.0,EGRID in AV gefunden,27983.0,27983.30900651139,
TEST-00875,CH827776095222,4094,137.0,EGRID in AV gefunden,196.0,195.92500450285013,
TEST-00792,CH280889677825,3378,2701.0,EGRID in AV gefunden,152.0,151.86715650148344,
TEST-00360,CH276177189775,7857,3392.0,EGRID in AV gefunden,5739.0,5738.888186474658,
TEST-00497,CH930204079125,1646,5002.0,EGRID in AV gefunden,5404.0,5404.329539479195,
TEST-00516,CH119571831704,431,4047.0,EGRID in AV gefunden,721.0,721.1332354846006,
TEST-00189,CH163846355415,1548,310.0,EGRID in AV gefunden,16932.0,16931.632697986868,
TEST-00164,CH990204690719,252,5238.0,EGRID in AV gefunden,1644.0,1643.8493724970597,
TEST-00695,CH340702858990,402,5072.0,EGRID in AV gefunden,574.0,573.9761495026421,
TEST-00417,CH772679212324,628,3982.0,EGRID in AV gefunden,659.0,658.9677990000657,
TEST-00766,CH467908540315,1161,2952.0,EGRID in AV gefunden,17624.0,17624.485037959308,
TEST-00983,00000,,,EGRID fehlt oder nicht in AV,,,Ungueltige EGRID (Testfall)
TEST-00355,CH667787557786,93,3234.0,EGRID in AV gefunden,636.0,636.3432909980854,
TEST-00559,CH939577048375,473,4551.0,EGRID in AV gefunden,21808.0,21807.68170451917,
TEST-00584,CH768432060790,773,2476.0,EGRID in AV gefunden,1005.0,1004.6992220042146,
TEST-00434,CH788287597932,F6113,3203.0,EGRID in AV gefunden,8442.0,8442.37354699099,
TEST-00645,CH690286930787,3409,5097.0,EGRID in AV gefunden,34.0,33.79542600161533,
TEST-00439,CH430204072270,924,5287.0,EGRID in AV gefunden,174.0,174.27232750088945,
TEST-00129,CH476877168629,6297,3901.0,EGRID in AV gefunden,1034.0,1034.0829854960355,
TEST-00384,CH327798001855,2176,3296.0,EGRID in AV gefunden,3997.0,3996.678734998519,
TEST-00211,CH819592830178,1078,4044.0,EGRID in AV gefunden,5595.0,5595.302578509164,
TEST-00323,CH294677804686,4741,139.0,EGRID in AV gefunden,51386.0,51386.033871506945,
TEST-00853,CH710633327620,2282,2406.0,EGRID in AV gefunden,962.0,962.2201860016155,
TEST-00542,CH646197778927,1693,3392.0,EGRID in AV gefunden,485.0,484.6883180072748,
TEST-00014,CH970695934517,3323,4289.0,EGRID in AV gefunden,318.0,317.6941904981278,
TEST-00260,CH910768029074,659,,EGRID in AV gefunden,10342.0,10427.251864490228,
TEST-00813,CH410378777750,2678,151.0,EGRID in AV gefunden,947.0,946.9540744963416,
TEST-00874,CH778777803450,1966,112.0,EGRID in AV gefunden,393.0,392.7136860051083,
TEST-00269,CH933777048389,3339,2828.0,EGRID in AV gefunden,185.0,185.1655600056807,
TEST-00137,CH231073946861,5969,2293.0,EGRID in AV gefunden,1892.0,1892.0464465001057,
TEST-00797,CH689095047742,6257,4551.0,EGRID in AV gefunden,1203.0,1203.4864340129313,
TEST-00333,CH843546157757,495,956.0,EGRID in AV gefunden,13063.0,13063.105732499642,
TEST-00936,CH344982782864,6761,2773.0,EGRID in AV gefunden,136.0,136.01479349846105,
TEST-00512,CH393299640629,2709,2406.0,EGRID in AV gefunden,506.0,505.9722015014372,
TEST-00564,CH884308547040,308,2933.0,EGRID in AV gefunden,1315.0,1315.1979335010428,
TEST-00480,CH110776029575,1563,5239.0,EGRID in AV gefunden,41.0,41.491773000084144,
TEST-00153,CH343052054381,2419,6156.0,EGRID in AV gefunden,628.0,627.8308599977192,
TEST-00697,CH213799377704,757,3022.0,EGRID in AV gefunden,876.0,876.3378285020714,
TEST-00633,CH427562109402,181,2056.0,EGRID in AV gefunden,1234.0,1234.452818004131,
TEST-00929,CH213988768125,1786,4140.0,EGRID in AV gefunden,97.0,96.67771800018161,
TEST-00587,CH840702975911,2761,5115.0,EGRID in AV gefunden,705.0,706.9752985017986,
TEST-00986,00000,,,EGRID fehlt oder nicht in AV,,,Ungueltige EGRID (Testfall)
TEST-00110,CH338379121448,162,2791.0,EGRID in AV gefunden,794.0,794.287596512004,
TEST-00025,CH328864643648,1904,717.0,EGRID in AV gefunden,172.0,172.1998309992743,
TEST-00090,CH968832063679,732,2585.0,EGRID in AV gefunden,1261.0,1261.0627720092589,
TEST-00984,00000,,,EGRID fehlt oder nicht in AV,,,Ungueltige EGRID (Testfall)
TEST-00683,CH634697355294,4655,355.0,EGRID in AV gefunden,919.0,919.4850589947018,
TEST-00854,CH689350967790,6751,155.0,EGRID in AV gefunden,3198.0,3198.333386999192,
TEST-00271,CH993289630615,1295,2495.0,EGRID in AV gefunden,598.0,598.0592254999688,
TEST-00618,CH631075941161,4157,2293.0,EGRID in AV gefunden,6155.0,6151.012017005901,
TEST-00479,CH407707702410,HL2229,295.0,EGRID in AV gefunden,876.0,876.0782919989533,
TEST-00241,CH949583038241,4655,4045.0,EGRID in AV gefunden,524.0,523.8178684998543,
TEST-00579,CH188649547702,492,3006.0,EGRID in AV gefunden,15542.0,15541.779991983309,
TEST-00038,CH572377788555,3532,3427.0,EGRID in AV gefunden,299.0,299.030728001285,
TEST-00027,CH612690237992,327,3982.0,EGRID in AV gefunden,45253.0,45252.95383849326,
TEST-00268,CH298377091213,2034,2785.0,EGRID in AV gefunden,1246.0,1246.492193489289,
