ID,EGRID,Nummer,BFSNr,Check_EGRID,Flaeche,parcel_area_m2,Bemerkung
TEST-00850,CH655010759457,2279,2220.0,EGRID in AV gefunden,209200.0,209201.45983699837,
TEST-00280,CH535289302184,25279,6023.0,EGRID in AV gefunden,696.0,696.0137850015391,
TEST-00485,CH256946883555,1222,351.0,EGRID in AV gefunden,198.0,197.77331149919348,
TEST-00202,CH613999077008,C-562,2762.0,EGRID in AV gefunden,1010.0,1002.9240359899169,
TEST-00914,CH440702163427,594,5230.0,EGRID in AV gefunden,826.0,825.5015830017319,
TEST-00001,CH291877770420,43,3238.0,EGRID in AV gefunden,1266.0,1265.811465495096,
TEST-00739,CH213520463112,360,995.0,EGRID in AV gefunden,8312.0,8311.644669509074,
TEST-00600,CH543052726086,5384,6021.0,EGRID in AV gefunden,442.0,442.24979300040525,
TEST-00591,CH507725779810,652,99.0,EGRID in AV gefunden,207.0,207.18837100058192,
TEST-00073,CH734603350184,197,683.0,EGRID in AV gefunden,151581.0,151580.6683915166,
TEST-00755,CH629486463529,1344,942.0,EGRID in AV gefunden,611.0,611.3923954987638,
TEST-00418,CH185002078575,289,5096.0,EGRID in AV gefunden,2588.0,2585.80727299987,
TEST-00023,CH176676877787,3614,6299.0,EGRID in AV gefunden,52.0,52.371791998806074,
TEST-00706,CH390577724619,955,13.0,EGRID in AV gefunden,308.0,307.7643519994744,
TEST-00335,CH468545067775,550,4283.0,EGRID in AV gefunden,1291.0,1291.144860996692,
TEST-00505,CH280302078747,2163,5002.0,EGRID in AV gefunden,160.0,159.69574650289047,
TEST-00099,CH910881207783,VE3987,230.0,EGRID in AV gefunden,265.0,265.28651349625693,
TEST-00992,CH568665639929,2861,6637.0,EGRID in AV gefunden,2511.0,2510.8152290150892,
TEST-00070,CH537677919761,330,3822.0,EGRID in AV gefunden,179.0,178.94636099946143,
TEST-00378,CH839478228274,628,3513.0,EGRID in AV gefunden,5256.0,5256.461920011872,
TEST-00310,CH988852308997,4021,6023.0,EGRID in AV gefunden,37.0,36.66915549952583,
TEST-00746,CH231079944629,109,2325.0,EGRID in AV gefunden,435.0,434.05456450027236,
TEST-00981,00000,,,EGRID fehlt oder nicht in AV,,,Ungueltige EGRID (Testfall)
TEST-00167,CH443052118089,817,6248.0,EGRID in AV gefunden,56.0,55.9554820016072,
TEST-00892,CH164046350411,1008,988.0,EGRID in AV gefunden,1449.0,1449.4810394985145,
TEST-00283,CH168945062128,4756,4280.0,EGRID in AV gefunden,83.0,83.19978000013302,
TEST-00392,CH167986688369,10753,3921.0,EGRID in AV gefunden,226.0,225.88815249711888,
TEST-00528,CH229226020746,187,5236.0,EGRID in AV gefunden,6489.0,6489.245008988923,
TEST-00047,CH659053773402,2588,178.0,EGRID in AV gefunden,820.0,820.0967764871979,
TEST-00759,CH527947073959,A-1369,2762.0,EGRID in AV gefunden,306.0,305.8417765010932,
TEST-00372,CH383752307048,644,6219.0,EGRID in AV gefunden,4594.0,4593.858691005736,
TEST-00966,CH910650103077,,,EGRID fehlt oder nicht in AV,,,Nicht existierende EGRID (Testfall)
TEST-00745,CH389395047763,974,4551.0,EGRID in AV gefunden,662.0,662.0667459997763,
TEST-00089,CH370177888508,308,2274.0,EGRID in AV gefunden,3146.0,3147.015531002035,
TEST-00836,CH871177728603,AN2086,291.0,EGRID in AV gefunden,86.0,85.84670849677379,
TEST-00723,CH808307510282,425,5071.0,EGRID in AV gefunden,1241.0,1241.3818499958545,
TEST-00292,CH696577871331,1248,3213.0,EGRID in AV gefunden,2039.0,2039.3081795107953,
TEST-00608,CH576777725678,579,3311.0,EGRID in AV gefunden,2423.0,2422.7466430062364,
TEST-00475,CH687974917872,4209,3891.0,EGRID in AV gefunden,2152.0,2151.8274870058085,
TEST-00150,CH970788760250,225,5002.0,EGRID in AV gefunden,1760.0,1758.0376050022905,
TEST-00368,CH131777882924,804,3790.0,EGRID in AV gefunden,796.0,795.8340974991798,
TEST-00847,CH913019528936,28497,6023.0,EGRID in AV gefunden,390.0,390.2524330009719,
TEST-00478,CH843546786970,762,880.0,EGRID in AV gefunden,14271.0,14271.353582494128,
TEST-00449,CH583146358371,1211,540.0,EGRID in AV gefunden,769.0,768.5960935001467,
TEST-00334,CH127772175179,2092,27.0,EGRID in AV gefunden,1347.0,1347.2540504996648,
TEST-00598,CH955546943580,1309,928.0,EGRID in AV gefunden,722.0,721.5530099951778,
TEST-00339,CH393977976673,1938,3293.0,EGRID in AV gefunden,919.0,919.0712510035728,
TEST-00786,CH880102079484,743,5226.0,EGRID in AV gefunden,1302.0,1302.4535909942108,
TEST-00794,CH938978001715,288,3952.0,EGRID in AV gefunden,787.0,786.52523350419,
TEST-00311,CH375677993988,4681,193.0,EGRID in AV gefunden,950.0,950.4304544942021,
TEST-00601,CH330204079531,2116,5002.0,EGRID in AV gefunden,1544.0,1543.8892684980626,
TEST-00927,CH434626359381,832,581.0,EGRID in AV gefunden,643.0,643.4173340025642,
TEST-00830,CH988186487735,7295,120.0,EGRID in AV gefunden,1805.0,1804.878367999666,
TEST-00477,CH890202600701,346,5254.0,EGRID in AV gefunden,142.0,141.93766099885744,
TEST-00681,CH640702017461,1308,5251.0,EGRID in AV gefunden,629.0,630.2800714955068,
TEST-00253,CH268102070627,931,5048.0,EGRID in AV gefunden,311.0,310.9944404973291,
TEST-00818,CH468252303365,3716,6263.0,EGRID in AV gefunden,501.0,500.8613604974852,
TEST-00451,CH767709671702,238,1365.0,EGRID in AV gefunden,1609.0,1609.1332904968688,
TEST-00104,CH210751028978,1845,5017.0,EGRID in AV gefunden,475.0,475.2171519966639,
TEST-00990,00000,,,EGRID fehlt oder nicht in AV,,,Ungueltige EGRID (Testfall)
TEST-00141,CH887917417786,1381,4691.0,EGRID in AV gefunden,2497.0,2497.3108989933035,
TEST-00704,CH876393846589,3377,6642.0,EGRID in AV gefunden,3133.0,3133.387559003297,
TEST-00879,CH736677263040,9927,3618.0,EGRID in AV gefunden,2449.0,2448.8483490014373,
TEST-00259,CH208235124637,16,533.0,EGRID in AV gefunden,1832.0,1831.8300444901643,
TEST-00051,CH394698003517,8059,355.0,EGRID in AV gefunden,122.0,122.16607650140367,
TEST-00944,CH767801664324,3162,3746.0,EGRID in AV gefunden,13526.0,13526.13437302241,
TEST-00192,CH352602800778,662,5050.0,EGRID in AV gefunden,32.0,31.908688500714298,
TEST-00186,CH758248779769,1578,3294.0,EGRID in AV gefunden,1347.0,1346.8899069918039,
TEST-00805,CH408235044690,1151,533.0,EGRID in AV gefunden,888.0,887.8165060225318,
TEST-00009,CH590770763952,C-594,2762.0,EGRID in AV gefunden,3415.0,3404.5329899885205,
TEST-00544,CH241105917978,2244,4206.0,EGRID in AV gefunden,492.0,491.86972050105663,
TEST-00774,CH767707907290,220,4641.0,EGRID in AV gefunden,3420.0,3420.4077144931207,
TEST-00867,CH967779918636,1865,3340.0,EGRID in AV gefunden,532.0,532.0742234988468,
TEST-00938,CH589676917817,1226,3822.0,EGRID in AV gefunden,5223.0,5222.5473419953,
TEST-00493,CH767717028557,2936,97.0,EGRID in AV gefunden,683.0,683.2148905003301,
TEST-00222,CH233285061465,1923,2474.0,EGRID in AV gefunden,1029.0,1028.9445670002149,
TEST-00122,CH367753348366,3400,178.0,EGRID in AV gefunden,519.0,519.0614220125875,
TEST-00694,CH923631463548,234,342.0,EGRID in AV gefunden,2133.0,2133.2780734992693,
TEST-00452,CH558437773748,1330,3022.0,EGRID in AV gefunden,1957.0,1957.4695245070316,
TEST-00086,CH579477982776,2316,3231.0,EGRID in AV gefunden,1846.0,1846.248661507213,
TEST-00055,CH313279567041,255,4224.0,EGRID in AV gefunden,1687.0,1687.0235804893723,
TEST-00134,CH610673329959,90112,2534.0,EGRID in AV gefunden,374.0,373.74478049707665,
TEST-00255,CH607795078356,2477,4021.0,EGRID in AV gefunden,4761.0,4760.633789993255,
TEST-00641,CH690290920754,2118,,EGRID in AV gefunden,256.0,256.65754499992386,
TEST-00781,CH334637351792,2315,576.0,EGRID in AV gefunden,8363.0,8363.408453492568,
TEST-00353,CH467710942803,988,2239.0,EGRID in AV gefunden,1095.0,1095.1072775020432,
TEST-00340,CH634605356239,2233,768.0,EGRID in AV gefunden,1614.0,1613.67485150285,
TEST-00700,CH988992357795,1111,3359.0,EGRID in AV gefunden,18160.0,18159.925790000165,
TEST-00399,CH860102072326,929,5260.0,EGRID in AV gefunden,559.0,558.6397994949923,
TEST-00931,CH134619359946,332,371.0,EGRID in AV gefunden,345.0,344.7341845039061,
TEST-00233,CH913568461735,1864,567.0,EGRID in AV gefunden,1638.0,1638.4102080105733,
TEST-00373,CH927794789462,2554,3254.0,EGRID in AV gefunden,10149.0,10148.862606497736,
TEST-00252,CH528094656390,4289,6619.0,EGRID in AV gefunden,50.0,50.1285739976438,
TEST-00858,CH354752693041,19488,6037.0,EGRID in AV gefunden,111.0,111.21732799895,
TEST-00915,CH927342463517,153,619.0,EGRID in AV gefunden,10842.0,10841.846877513639,
TEST-00595,CH358205811184,1703,4201.0,EGRID in AV gefunden,1115.0,1114.6362854916006,
TEST-00314,CH143546045955,830,564.0,EGRID in AV gefunden,65468.0,65467.98297199798,
TEST-00445,CH868546351304,149,402.0,EGRID in AV gefunden,7790.0,7789.599798462033,
TEST-00481,CH934608357690,1189,923.0,EGRID in AV gefunden,7327.0,7327.087781005177,
TEST-00064,CH948928779377,6900,2.0,EGRID in AV gefunden,1293.0,1292.6186650022355,
TEST-00778,CH631777597886,184,2834.0,EGRID in AV gefunden,92.0,91.66902999822112,
TEST-00148,CH350721779352,4020,3443.0,EGRID in AV gefunden,3325.0,3325.5084950109745,
TEST-00486,CH979677955066,7675,155.0,EGRID in AV gefunden,839.0,838.9167885017478,
TEST-00639,CH868765634056,2131,6645.0,EGRID in AV gefunden,71.0,71.24351999238877,
TEST-00046,CH298677835258,2908,3236.0,EGRID in AV gefunden,283.0,283.13138550997724,
TEST-00244,CH673687396409,1463,608.0,EGRID in AV gefunden,1224.0,1223.9099880051863,
TEST-00558,CH986610947716,659,2333.0,EGRID in AV gefunden,1142.0,1147.119506492719,
TEST-00602,CH307754885620,570,3972.0,EGRID in AV gefunden,765.0,765.1037815031609,
TEST-00980,CH770023411234,,,EGRID fehlt oder nicht in AV,,,Nicht existierende EGRID (Testfall)
TEST-00889,CH587183027724,731,3341.0,EGRID in AV gefunden,1436.0,1436.0157119933065,
TEST-00895,CH994611583534,5109,371.0,EGRID in AV gefunden,1250.0,1250.4532569862045,
TEST-00091,CH843052538417,2990,6218.0,EGRID in AV gefunden,296.0,296.27518100069386,
TEST-00795,CH583452302707,1896,6009.0,EGRID in AV gefunden,1840.0,1839.770186998977,
TEST-00270,CH779519768328,3816,4048.0,EGRID in AV gefunden,314.0,314.2953839985822,
TEST-00508,CH867729099776,2833,4536.0,EGRID in AV gefunden,636.0,636.4823720020037,
TEST-00272,CH967754518195,164,4461.0,EGRID in AV gefunden,686.0,685.8432404980883,
TEST-00181,CH368846358422,1493,540.0,EGRID in AV gefunden,140.0,139.8440220008291,
TEST-00103,CH300430435218,47,6089.0,EGRID in AV gefunden,2999.0,2999.193839499965,
TEST-00567,CH541399777295,1049,157.0,EGRID in AV gefunden,16455.0,16454.671183521827,
TEST-00545,CH189629577797,5051,231.0,EGRID in AV gefunden,821.0,821.2115694958293,
TEST-00225,CH459252693053,17158,6024.0,EGRID in AV gefunden,1329.0,1328.5243970061733,
TEST-00230,CH227726492402,4724,1301.0,EGRID in AV gefunden,727.0,726.5636595020048,
TEST-00918,CH989852306941,15792,6024.0,EGRID in AV gefunden,42.0,41.9225940000924,
TEST-00671,CH969502070492,1233,,EGRID in AV gefunden,3830.0,3829.6458190083194,
TEST-00223,CH580102070680,756,5317.0,EGRID in AV gefunden,7.0,6.7066209989553744,
TEST-00726,CH469502076606,46,5198.0,EGRID in AV gefunden,39.0,38.604242494934056,
TEST-00203,CH208907270202,1397,5002.0,EGRID in AV gefunden,1300.0,1320.3747370099543,
TEST-00636,CH583923267894,2790,3987.0,EGRID in AV gefunden,150.0,150.04715550383705,
TEST-00649,CH840702089449,2114,5192.0,EGRID in AV gefunden,89.0,88.88482499923332,
TEST-00219,CH867780294594,61555,4566.0,EGRID in AV gefunden,1706.0,1706.433723997177,
TEST-00553,CH971596876653,744,4320.0,EGRID in AV gefunden,2934.0,2933.5566139969123,
TEST-00947,CH943546081212,1875,944.0,EGRID in AV gefunden,400.0,399.8522774993653,
TEST-00265,CH609106433234,2468,2580.0,EGRID in AV gefunden,13389.0,13389.124592504664,
TEST-00702,CH130870542845,322,2932.0,EGRID in AV gefunden,32329.0,32328.83328246047,
TEST-00305,CH288849227710,729,3603.0,EGRID in AV gefunden,154.0,154.4555549965967,
TEST-00052,CH227776949624,936,3847.0,EGRID in AV gefunden,106.0,105.63777849994415,
TEST-00254,CH994643473570,3950,306.0,EGRID in AV gefunden,121.0,120.97866500070148,
TEST-00840,CH885746353789,365,302.0,EGRID in AV gefunden,1478.0,1477.5894770052942,
TEST-00511,CH518677067734,1816,2893.0,EGRID in AV gefunden,1597.0,1596.7871629914084,
TEST-00761,CH443052524796,7287,6218.0,EGRID in AV gefunden,197.0,196.61371950187674,
TEST-00548,CH746506722210,1503,1708.0,EGRID in AV gefunden,559.0,558.9076185036978,
TEST-00962,CH844107131080,,,EGRID fehlt oder nicht in AV,,,Nicht existierende EGRID (Testfall)
TEST-00985,00000,,,EGRID fehlt oder nicht in AV,,,Ungueltige EGRID (Testfall)
TEST-00224,CH227124824958,2411,2769.0,EGRID in AV gefunden,660.0,659.9913119983657,
TEST-00616,CH827753776611,1157,6151.0,EGRID in AV gefunden,828.0,827.5943689963685,
TEST-00539,CH874977998264,1712,2761.0,EGRID in AV gefunden,930.0,929.6626699868843,
TEST-00037,CH831078943044,2235,2054.0,EGRID in AV gefunden,1605.0,1605.705105497547,
TEST-00532,CH809007520284,62,,EGRID in AV gefunden,175.0,173.4713315003919,
TEST-00605,CH407750590563,1370,4881.0,EGRID in AV gefunden,750.0,750.2786779962876,
TEST-00416,CH952647770463,3241,3619.0,EGRID in AV gefunden,2725.0,2724.8310704819337,
TEST-00084,CH107715713031,2254,195.0,EGRID in AV gefunden,1642.0,1641.695026007938,
TEST-00058,CH440089790252,2156,3953.0,EGRID in AV gefunden,935.0,935.1656930068302,
TEST-00015,CH213587463386,133,309.0,EGRID in AV gefunden,2366.0,2365.8246564822266,
TEST-00859,CH809907880224,1543,5131.0,EGRID in AV gefunden,1547.0,1547.4115779964866,
TEST-00215,CH467206651382,700,1708.0,EGRID in AV gefunden,3375.0,3374.6537500005834,
TEST-00488,CH667793467462,606,89.0,EGRID in AV gefunden,990.0,989.7803260105353,
TEST-00925,CH301735884675,413,561.0,EGRID in AV gefunden,1036.0,1035.679457494705,
TEST-00617,CH467782432395,344,4761.0,EGRID in AV gefunden,458.0,457.47964299698947,
TEST-00659,CH946922778696,1086,1631.0,EGRID in AV gefunden,5372845.0,5372844.778887996,
TEST-00625,CH979488021049,1297,2284.0,EGRID in AV gefunden,21278.0,21278.04952939789,
TEST-00188,CH976677850182,20069,3762.0,EGRID in AV gefunden,624.0,623.7849154941462,
TEST-00703,CH397779796653,2063,6155.0,EGRID in AV gefunden,1755.0,1755.3679530028307,
TEST-00470,CH135214306674,257,6142.0,EGRID in AV gefunden,92.0,91.53325499807472,
TEST-00163,CH685202078644,334,,EGRID in AV gefunden,48.0,47.639289000510225,
TEST-00972,CH300749805001,,,EGRID fehlt oder nicht in AV,,,Nicht existierende EGRID (Testfall)
TEST-00169,CH367702107820,2367,3101.0,EGRID in AV gefunden,720.0,719.5771194999742,
TEST-00582,CH695977786967,2454,40.0,EGRID in AV gefunden,2111.0,2111.0651639859993,
TEST-00306,CH179977734933,2494,53.0,EGRID in AV gefunden,577.0,577.1423925019467,
TEST-00492,CH935253303366,15845,6265.0,EGRID in AV gefunden,445.0,444.75016349335334,
TEST-00435,CH448967797406,587,4092.0,EGRID in AV gefunden,305.0,305.4447919977524,
TEST-00733,CH715289238538,99,4009.0,EGRID in AV gefunden,1053.0,1052.7479785001174,
TEST-00136,CH404935704607,547,321.0,EGRID in AV gefunden,11901.0,11901.14249299726,
TEST-00793,CH613974077930,2308,2775.0,EGRID in AV gefunden,299.0,298.8129330026109,
TEST-00628,CH282950647713,479,4471.0,EGRID in AV gefunden,196.0,196.29555449953193,
TEST-00922,CH555552793018,1710,6158.0,EGRID in AV gefunden,836.0,836.2637179942787,
TEST-00946,CH667729570295,7820,231.0,EGRID in AV gefunden,3874.0,3874.447367506235,
TEST-00668,CH722594463540,2282,590.0,EGRID in AV gefunden,39.0,38.727517001046785,
TEST-00846,CH658846183504,4010,561.0,EGRID in AV gefunden,629.0,629.2538584956884,
TEST-00337,CH607794361051,1100,2125.0,EGRID in AV gefunden,6034.0,6033.0664469944995,
TEST-00105,CH410188857787,285,2274.0,EGRID in AV gefunden,436.0,435.8167030031548,
TEST-00284,CH822808020783,1265,,EGRID in AV gefunden,683.0,682.8547879989362,
TEST-00145,CH237877947129,431,3254.0,EGRID in AV gefunden,2206.0,2206.038599504349,
TEST-00977,CH119543368380,,,EGRID fehlt oder nicht in AV,,,Nicht existierende EGRID (Testfall)
TEST-00814,CH228473020733,266,5072.0,EGRID in AV gefunden,87.0,87.07733049860754,
TEST-00724,CH970705840294,842,5238.0,EGRID in AV gefunden,3341.0,3341.0229374964047,
TEST-00782,CH680752308562,10976,6135.0,EGRID in AV gefunden,563.0,562.9777209924457,
TEST-00917,CH989852306941,15792,6024.0,EGRID in AV gefunden,42.0,41.9225940000924,
TEST-00385,CH130777395230,1796,2771.0,EGRID in AV gefunden,1960.0,1959.779577506757,
TEST-00779,CH713565468067,1573,352.0,EGRID in AV gefunden,2384.0,2384.3308464824213,
TEST-00049,CH396877725159,5934,58.0,EGRID in AV gefunden,5273.0,5273.23889299767,
TEST-00758,CH807330485207,717,6173.0,EGRID in AV gefunden,454.0,454.1867994990741,
TEST-00902,CH927771950417,4816,4551.0,EGRID in AV gefunden,10337.0,10337.320284985497,
TEST-00032,CH123257463597,2,307.0,EGRID in AV gefunden,4949.0,4949.491864500147,
TEST-00713,CH509030975285,5567,6139.0,EGRID in AV gefunden,5957.0,5957.255059498504,
TEST-00825,CH627708685141,822,58.0,EGRID in AV gefunden,89.0,88.53847399652182,
TEST-00218,CH881108547922,359,2971.0,EGRID in AV gefunden,286.0,285.75522300116984,
TEST-00993,CH571877732472,441,211.0,EGRID in AV gefunden,1223.0,1223.3527545138395,
TEST-00742,CH828702109482,1325,2236.0,EGRID in AV gefunden,1944.0,1943.936226001057,
TEST-00833,CH373583294628,1260,541.0,EGRID in AV gefunden,1952.0,1952.3717960083918,
TEST-00844,CH607466207774,2602,6291.0,EGRID in AV gefunden,192.0,192.2962854976547,
TEST-00245,CH442766778634,WD1928,298.0,EGRID in AV gefunden,27728.0,27728.16304399263,
TEST-00868,CH995289363017,11787,6023.0,EGRID in AV gefunden,487.0,486.9922400017506,
TEST-00732,CH692077500804,TO1510,230.0,EGRID in AV gefunden,364.0,363.86024849619844,
TEST-00968,CH608894487708,,,EGRID fehlt oder nicht in AV,,,Nicht existierende EGRID (Testfall)
TEST-00719,CH999477983561,1254,3638.0,EGRID in AV gefunden,45313.0,45313.48973900603,
TEST-00684,CH830178661793,10197,3762.0,EGRID in AV gefunden,254.0,253.6173919962965,
TEST-00249,CH749509777773,1303,2547.0,EGRID in AV gefunden,88806.0,88805.58327199102,
TEST-00050,CH184402070922,301,5192.0,EGRID in AV gefunden,11981.0,11964.77785299353,
TEST-00729,CH585946350473,899,564.0,EGRID in AV gefunden,690.0,689.6217215009456,
TEST-00611,CH340632868542,90,2616.0,EGRID in AV gefunden,816.0,815.7661570078818,
TEST-00476,CH149353795053,770,1347.0,EGRID in AV gefunden,13501.0,13501.308256015836,
TEST-00113,CH687083959907,440,4035.0,EGRID in AV gefunden,829.0,828.9010554932063,
TEST-00612,CH807812838392,165,2784.0,EGRID in AV gefunden,837.0,836.7855019982106,
TEST-00965,CH455918939542,,,EGRID fehlt oder nicht in AV,,,Nicht existierende EGRID (Testfall)
TEST-00318,CH579479021072,470,2197.0,EGRID in AV gefunden,6472.0,6472.158928980856,
TEST-00799,CH327923109485,111a,2138.0,EGRID in AV gefunden,19052.0,18944.257703482588,
TEST-00410,CH873539374636,1856,594.0,EGRID in AV gefunden,214.0,214.08432400392428,
TEST-00069,CH913070526883,7412,6024.0,EGRID in AV gefunden,361.0,360.72089399946356,
TEST-00810,CH489802070914,2423,5192.0,EGRID in AV gefunden,487.0,486.9246710011336,
TEST-00586,CH713551463247,3476,310.0,EGRID in AV gefunden,757.0,757.0157849894374,
TEST-00100,CH143052343570,1749,6158.0,EGRID in AV gefunden,698.0,698.2837414990975,
TEST-00380,CH170878716150,1524,2858.0,EGRID in AV gefunden,2344.0,2348.815238495157,
TEST-00016,CH321155463532,9038,371.0,EGRID in AV gefunden,304.0,304.05643049713757,
TEST-00358,CH315483497707,1592,3006.0,EGRID in AV gefunden,416763.0,416763.3797704757,
TEST-00670,CH195377718417,3670,159.0,EGRID in AV gefunden,911.0,911.1261395064176,
TEST-00227,CH137677916139,3281,3837.0,EGRID in AV gefunden,622.0,621.9446905002212,
TEST-00421,CH127783831215,670,2787.0,EGRID in AV gefunden,1473.0,1472.8970304501097,
TEST-00033,CH896377752541,1076,65.0,EGRID in AV gefunden,424.0,423.7348050020375,
TEST-00363,CH428474020753,379,5072.0,EGRID in AV gefunden,4377.0,4376.7427585058795,
TEST-00361,CH986246354707,1240,342.0,EGRID in AV gefunden,220.0,220.25746199898407,
TEST-00041,CH588420687742,1761,3394.0,EGRID in AV gefunden,68343.0,68343.23605153734,
TEST-00527,CH167733272901,1042,3722.0,EGRID in AV gefunden,1225.0,1224.5474240031729,
TEST-00266,CH452865816343,4122,6621.0,EGRID in AV gefunden,362.0,361.6105650041466,
TEST-00005,CH934778046423,1428,3575.0,EGRID in AV gefunden,499.0,499.37041799961247,
TEST-00935,CH344982782864,6761,2773.0,EGRID in AV gefunden,136.0,136.01479349846105,
TEST-00547,CH610696459511,499,4289.0,EGRID in AV gefunden,870.0,869.9330650005061,
TEST-00667,CH813023522895,1928,6025.0,EGRID in AV gefunden,63.0,62.669289500477326,
TEST-00106,CH899977899128,AA4141,261.0,EGRID in AV gefunden,10212.0,10212.354833005164,
TEST-00140,CH770686533208,272,2621.0,EGRID in AV gefunden,1210.0,1210.4637125281424,
TEST-00812,CH368810945997,8141,2196.0,EGRID in AV gefunden,1304.0,1303.960029492886,
TEST-00354,CH875477220840,549,2938.0,EGRID in AV gefunden,31090.0,31089.52253997953,
TEST-00969,CH391846021381,,,EGRID fehlt oder nicht in AV,,,Nicht existierende EGRID (Testfall)
TEST-00549,CH567743501313,3285,3402.0,EGRID in AV gefunden,1383.0,1382.9438704973493,
TEST-00315,CH767532065492,619,2426.0,EGRID in AV gefunden,1317.0,1317.3182304946629,
TEST-00232,CH999177995621,4364,3561.0,EGRID in AV gefunden,1684.0,1684.3882790102941,
TEST-00076,CH141283786617,1622,2786.0,EGRID in AV gefunden,18.0,17.951564500477843,
TEST-00822,CH435258300624,2878,6265.0,EGRID in AV gefunden,7136.0,7135.787460990797,
TEST-00436,CH568874167658,784,4170.0,EGRID in AV gefunden,843.0,842.8364840009659,
TEST-00336,CH840702298592,2258,5002.0,EGRID in AV gefunden,349.0,348.576839996375,
TEST-00213,CH710779020333,95,5254.0,EGRID in AV gefunden,232.0,231.5055359986809,
TEST-00179,CH845408728397,2062,2952.0,EGRID in AV gefunden,1697.0,1697.0125304985897,
TEST-00158,CH167701660106,509,3746.0,EGRID in AV gefunden,8872.0,8871.576417484675,
TEST-00077,CH610636328122,541,2574.0,EGRID in AV gefunden,49222.0,49221.38016199528,
TEST-00175,CH359122774257,2278,3275.0,EGRID in AV gefunden,28008.0,28008.011113511828,
TEST-00891,CH194777480437,294,3581.0,EGRID in AV gefunden,154.0,153.80589199962793,
TEST-00880,CH808394681016,2005,2262.0,EGRID in AV gefunden,1294.0,1293.533018498114,
TEST-00849,CH967446354343,811,605.0,EGRID in AV gefunden,18409.0,18409.492750525267,
TEST-00285,CH233378274804,208,3733.0,EGRID in AV gefunden,711.0,711.0354604958425,
TEST-00546,CH751107703909,A-1514,2762.0,EGRID in AV gefunden,199.0,199.25289999755313,
TEST-00956,CH386422407836,1000,1375.0,EGRID in AV gefunden,1950.0,1950.1142064979363,
TEST-00630,CH943546171282,35,767.0,EGRID in AV gefunden,551.0,551.0350390001202,
TEST-00180,CH867089675974,1423,2703.0,EGRID in AV gefunden,876.0,875.7689760013528,
TEST-00655,CH607254290884,4026,2939.0,EGRID in AV gefunden,2368.0,2368.1724800081815,
TEST-00210,CH430871549759,1139,2936.0,EGRID in AV gefunden,6522.0,6522.034637501958,
TEST-00248,CH143546769990,3779,363.0,EGRID in AV gefunden,1089.0,1089.3858959920856,
TEST-00838,CH837676397252,330,4136.0,EGRID in AV gefunden,1099.0,1099.2677130022223,
TEST-00326,CH254610719422,688,2235.0,EGRID in AV gefunden,835.0,835.6410689961638,
TEST-00160,CH690377719027,1301,12.0,EGRID in AV gefunden,1301.0,1301.2176265010703,
TEST-00402,CH868032064727,594,2575.0,EGRID in AV gefunden,3371.0,3371.2931999894063,
TEST-00375,CH567761082859,1648,2855.0,EGRID in AV gefunden,1975.0,1974.6007500111423,
TEST-00886,CH407722962389,8017,161.0,EGRID in AV gefunden,712.0,712.0583749954434,
TEST-00749,CH507797984234,3478,228.0,EGRID in AV gefunden,417.0,417.0205724980691,
TEST-00658,CH524374463593,3112,723.0,EGRID in AV gefunden,321.0,320.66571049956065,
TEST-00653,CH184702078559,566,,EGRID in AV gefunden,596.0,592.6652350002482,
TEST-00155,CH885953937947,524,1347.0,EGRID in AV gefunden,853.0,853.164065500108,
TEST-00848,CH350283039543,6463,4045.0,EGRID in AV gefunden,290.0,290.27307299439957,
TEST-00835,CH207700795979,247,3297.0,EGRID in AV gefunden,679.0,678.6685569952089,
TEST-00277,CH367986684143,14813,3921.0,EGRID in AV gefunden,381.0,380.77629450407517,
TEST-00176,CH427815073920,2453,2764.0,EGRID in AV gefunden,619.0,619.3650434904719,
TEST-00994,CH300030215295,56,6034.0,EGRID in AV gefunden,11318.0,11317.599006507537,
TEST-00312,CH443546416926,623,979.0,EGRID in AV gefunden,999.0,999.4736709932746,
TEST-00101,CH991099579461,191,2102.0,EGRID in AV gefunden,123.0,123.15748299971852,
TEST-00098,CH209507800269,2000,5239.0,EGRID in AV gefunden,2533.0,2533.414894007376,
TEST-00815,CH840377778065,5202,151.0,EGRID in AV gefunden,937.0,937.1853170002638,
TEST-00699,CH731082942844,115,2054.0,EGRID in AV gefunden,9709.0,9696.381875007884,
TEST-00460,CH233283061879,726,2480.0,EGRID in AV gefunden,6094.0,6093.916301016001,
TEST-00752,CH962746351678,735,907.0,EGRID in AV gefunden,11898.0,11897.528788482065,
TEST-00801,CH707701772042,1825,1.0,EGRID in AV gefunden,307.0,307.429946500506,
TEST-00144,CH327789476842,1189,3037.0,EGRID in AV gefunden,767.0,767.3350864969015,
TEST-00304,CH953952433034,10961,6133.0,EGRID in AV gefunden,370.0,370.4675619992099,
TEST-00313,CH798378511296,2558,2785.0,EGRID in AV gefunden,2443.0,2443.075988995027,
TEST-00468,CH632679388773,1692,1321.0,EGRID in AV gefunden,769.0,769.5426415031907,
TEST-00960,CH440631779039,B6398,198.0,EGRID in AV gefunden,1182.0,1182.2496840018725,
TEST-00324,CH927891085421,1223,2939.0,EGRID in AV gefunden,4046.0,4045.9522844894223,
TEST-00433,CH409735924603,1228,355.0,EGRID in AV gefunden,1045.0,1045.2631189979402,
