ID,EGRID
1086/5363/2,CH214547838117
1086/5363/3,CH274580628371
1086/5364/1,CH658383004544
1086/5367/1,CH138374458687
1086/5369/1,CH585177667738
1086/5369/3,CH867777665894
1086/5369/4,CH287877667889
1086/5369/5,CH637778667984
1086/5371/1,0000000000
1086/5371/2,0000000000
1086/5371/3,CH397778476661
1086/5412/1,CH646365849045
1086/5412/2,CH496581476336
1086/5413/1,CH536588633220
1086/5414/1,CH576392916582
1086/5414/2,CH487565639211
1086/5415/1,CH876385756591
1086/5415/2,CH546365844923
1086/5415/3,0000000000
1086/5420/1,CH416338658183
1086/5421/1,CH328871656352
1086/5422/1,CH416338658183
1086/5423/2,CH256152193041
1086/5423/3,CH721115523049
1086/5443/1,CH609345218332
1086/5443/2,CH554283914539
1086/5443/3,CH684283459148
1086/5443/4,CH682183459331
1086/5443/5,CH552283934588
1086/5443/6,CH874593268352
1086/5443/7,CH698393214552
1086/5443/8,CH138382455051
1086/5444/1,CH274582478301
1086/5444/2,CH538383457872
1086/5455/1,CH346365825492
1086/5455/2,CH789265638341
1086/5456/1,CH227873086819
1086/5457/1,CH916878087877
1086/5461/1,CH553165826322
1086/5472/2,CH296582916360
1086/5472/3,CH676382266542
1086/5508/1,CH623465523079
1086/5552/1,CH895222733058
1086/5555/2,0000000000
1086/5567/1,0000000000
1086/5568/1,0000000000
1086/5582/1,CH534474066377
1086/5584/1,CH890682753372
1086/5584/2,CH908233750656
1086/5602/1,CH343546870682
1086/5602/2,CH668746350427
1086/5673/1,CH267765177749
1086/5673/2,0000000000
1086/5696/1,CH267917882968
1086/5696/2,CH278878491703
1086/5696/3,0000000000
1086/5700/1,0000000000
1086/5705/1,CH808563826547
1086/5706/1,CH227722016643
1086/5706/2,CH182101667818
1086/5706/3,CH790177246618
1086/5723/1,CH334687350344
1086/5724/1,CH759546873559
1086/5728/1,CH694687083587
1086/5731/1,CH634687350834
1086/5731/2,CH227560463539
1086/5731/3,CH628708463547
1086/5765/1,CH774178751754
1086/5765/2,CH691778864132
1086/5765/3,CH688617417861
1086/5771/1,0000000000
1086/5772/2,0000000000
1086/5774/1,0000000000
1086/5775/1,0000000000
1086/5775/2,0000000000
1086/5778/1,0000000000
1086/5778/2,0000000000
1086/5780/1,0000000000
1086/5780/2,0000000000
1086/5783/1,0000000000
1086/5783/2,0000000000
1086/5783/3,0000000000
1086/5783/5,0000000000
1086/5786/1,0000000000
1086/5786/2,0000000000
1086/5793/1,0000000000
1086/5798/1,0000000000
1086/5799/1,0000000000
1086/5799/2,0000000000
1086/5799/3,0000000000
1086/5799/4,0000000000
1086/5799/5,0000000000
1086/5799/6,0000000000
1086/5799/7,0000000000
1086/5799/8,0000000000
1086/5799/9,0000000000
1086/5799/10,0000000000
1086/5799/11,0000000000
1086/5799/12,0000000000
1086/5799/13,0000000000
1086/5799/14,0000000000
1086/5799/15,0000000000
1086/5799/16,0000000000
1086/5800/1,0000000000
1086/5800/2,0000000000
1086/5802/1,0000000000
1086/5802/2,0000000000
1086/5805/2,0000000000
1086/5807/1,0000000000
1086/5809/1,0000000000
1086/5809/2,0000000000
1086/5809/3,0000000000
1086/5809/4,0000000000
1086/5809/5,0000000000
1086/5809/6,0000000000
1086/5811/1,0000000000
1086/5811/2,0000000000
1086/5817/1,0000000000
1086/5817/2,0000000000
1086/5817/3,0000000000
1086/5817/4,0000000000
1086/5817/5,0000000000
1086/5818/1,0000000000
1086/5818/2,0000000000
1086/5818/3,0000000000
1086/5823/1,0000000000
1086/5825/1,0000000000
1086/5825/2,0000000000
1086/5826/1,0000000000
1086/5826/2,0000000000
1086/5826/3,0000000000
1086/5827/2,0000000000
1086/5829/1,0000000000
1086/5829/2,0000000000
1086/5830/1,0000000000
1086/5830/2,0000000000
1086/5831/1,0000000000
1086/5831/2,0000000000
1086/5831/3,0000000000
1086/5832/2,0000000000
1086/5832/3,0000000000
1086/5834/1,0000000000
1086/5845/1,CH343546764378
1086/5851/1,CH873586564641
1086/5851/2,CH985446358687
1086/5851/3,CH268546355371
1086/5851/4,CH408535694608
1086/5851/5,CH668546355629
1086/5851/6,CH443546852436
1086/5851/7,CH543546873681
1086/5851/8,CH413506468813
1086/5857/1,CH727775892645
1086/5882/1,0000000000
1086/5886/1,0000000000
1086/5916/1,CH873587174652
1086/5916/2,CH894687953549
1086/5917/1,CH152746763595
1086/5917/2,CH143546762765
1086/5930/1,CH734688359006
1086/5936/1,CH410793028722
1086/5957/1,CH796588926327
1086/5974/1,0000000000
1086/5980/1,0000000000
1086/6114/1,CH627973085464
1086/6114/2,CH667108545910
1086/6114/3,CH407254420816
1086/6114/4,CH655908715478
1086/6114/5,CH788208547484
1086/6118/2,CH430477537442
1086/6122/1,CH254652983015
1086/6122/2,CH395297663059
1086/6122/3,CH295286053084
1086/6122/4,0000000000
1086/6122/5,CH943052993093
1086/6123/1,CH909307490275
1086/6124/1,0000000000
1086/6124/2,0000000000
1086/6135/1,CH716781897205
1086/6177/1,CH421032463538
1086/6177/2,CH813552461125
1086/6177/3,CH101035374697
1086/6177/4,CH921243463506
1086/6177/5,CH861046354458
1086/6177/6,CH521050463536
1086/6177/8,CH534610355040
1086/6585/1,CH540702928109
1086/6585/2,CH569202078138
1086/6639/1,0000000000
1086/6639/2,0000000000
1086/6822/1,CH170670014415
1086/6822/2,CH180144067068
1086/6822/3,CH627535440666
1086/6823/1,CH193283100615
1086/6823/2,CH568532063407
1086/6825/1,CH561146354040
1086/6825/2,CH686146351868
1086/6825/3,CH601835614627
1086/6825/4,CH694618613564
1086/6825/5,CH213521461321
1086/6826/1,CH420119463510
1086/6898/1,CH644117776748
1086/7007/1,CH158465846379
1086/7009/1,CH446789719913
1086/7013/1,CH800007550280
1086/7013/2,CH585402070013
1086/7013/3,CH570700540274
1086/7013/4,CH460002075461
1086/7026/1,CH494687873515
1086/7030/1,CH394979748727
1086/7030/2,CH367849876333
1086/7033/1,CH178777289162
1086/7037/1,CH601435794681
1086/7051/1,CH250002960787
1086/7059/1,0000000000
1086/7062/1,CH129632020715
1086/7062/2,CH130296073213
1086/7062/3,CH140702963285
1086/7062/4,CH153202960733
1086/7062/5,CH270796320257
1086/7062/6,CH283202079631
1086/7067/1,0000000000
1086/7070/1,CH983265638440
1086/7074/1,CH644022777522
1086/7074/2,CH558222784037
1086/7082/1,CH594682383576
1086/7082/2,CH168246353411
1086/7086/1,CH937778664417
1086/7086/2,CH576678877730
1086/7086/3,CH946677774613
1086/7086/4,CH776677587758
1086/7093/1,0000000000
1086/7093/2,0000000000
1086/7094/1,0000000000
1086/7101/1,0000000000
1086/7114/1,CH767646352773
1086/7122/1,CH843546762721
1086/7134/1,0000000000
1086/7145/1,0000000000
1086/7148/1,0000000000
1086/7149/1,CH427628463538
1086/7152/1,0000000000
1086/7153/2,0000000000
1086/7153/3,0000000000
1086/7156/1,0000000000
1086/7156/2,0000000000
1086/7156/3,0000000000
1086/7166/1,CH827627463508
1086/7200/1,0000000000
1086/7200/2,0000000000
1086/7253/2,CH654946973544
1086/7262/1,0000000000
1086/7264/1,0000000000
1086/7264/2,0000000000
1086/7265/1,0000000000
1086/7266/2,0000000000
1086/7277/1,0000000000
1086/7282/1,CH443546763156
1086/7282/2,CH813583468758
1086/7282/3,CH828783463580
1086/7286/1,CH818765497877
1086/7286/2,CH194979748795
1086/7503/1,0000000000
1086/7509/1,CH534605354491
1086/7510/1,0000000000
1086/7511/1,CH449443778978
1086/7512/1,CH541709779397
1086/7513/1,CH655732750649
1086/7513/2,CH667532065726
1086/7513/3,CH770676143221
1086/7513/4,CH208706733291
1086/7515/1,CH513371068160
1086/7515/2,CH743306817122
1086/7516/1,CH534177628043
1086/7516/2,CH558041776295
1086/7517/1,0000000000
1086/7518/1,CH643546043407
1086/7520/1,CH631777887007
1086/7521/1,CH616193877794
1086/7523/1,0000000000
1086/7526/1,CH828791020771
1086/7527/1,CH168465635866
1086/7527/2,CH156865846326
1086/7527/3,CH236584635439
1086/7527/4,CH346365846377
1086/7527/5,CH308463626513
1086/7527/6,CH108463586593
1086/7527/7,CH208463676532
1086/7527/8,CH255665846325
1086/7527/9,CH786665639156
1086/7527/10,CH568465636322
1086/7527/11,CH816381658442
1086/7527/12,CH776386446515
1086/7527/13,CH436584635369
1086/7527/14,CH868465634436
1086/7527/15,CH776391446567
1086/7527/16,CH785265638453
1086/7527/17,CH316352658485
1086/7527/18,CH786665639156
1086/7527/19,0000000000
1086/7527/20,CH568465636322
1086/7528/1,0000000000
1086/7528/2,0000000000
1086/7528/3,0000000000
1086/7528/4,0000000000
1086/7528/5,0000000000
1086/7528/6,0000000000
1086/7528/7,0000000000
1086/7528/8,0000000000
1086/7528/9,0000000000
1086/7528/10,0000000000
1086/7528/11,0000000000
1086/7528/12,0000000000
1086/7528/13,0000000000
1086/7530/1,CH144583994356
1086/7530/2,CH354183994513
1086/7530/3,CH184383459986
1086/7530/4,CH414540839991
1086/7530/5,CH884683459958
1086/7530/6,CH874599468335
1086/7530/7,CH509945578387
1086/7530/8,CH369983455768
1086/7530/9,CH609945468386
1086/7530/10,CH414541839982
1086/7530/11,CH674599578370
1086/7530/12,CH609945408307
1086/7532/1,CH989210947790
1086/7533/2,0000000000
1086/7537/1,0000000000
1086/7538/1,CH867705468596
1086/7539/1,0000000000
1086/7540/1,0000000000
1086/7545/1,0000000000
1086/7550/1,CH775177762276
1086/7550/2,CH227787225189
1086/7551/2,0000000000
1086/7551/3,0000000000
1086/7553/1,CH167769977206
1086/7553/2,CH958469779749
1086/7553/3,CH287269977737
1086/7555/1,0000000000
1086/7563/1,CH191177820038
1086/7564/1,CH967766069709
1086/7565/1,CH692677372063
1086/7566/1,CH150579779142
1086/7566/2,CH167779910501
1086/7567/1,CH490777065622
1086/7568/1,CH597977049152
1086/7568/2,CH367738698891
1086/7569/1,CH657201796645
1086/7570/2,CH507743928213
1086/7571/1,CH167717888305
1086/7571/2,CH991777808807
1086/7572/1,CH307738848451
1086/7572/2,CH357684773805
1086/7573/1,CH567721931085
1086/7574/1,CH731777415532
1086/7575/1,CH588307577725
1086/7576/1,CH219491547738
1086/7576/2,CH759354779412
1086/7577/1,CH513513507118
1086/7578/1,CH559450893515
1086/7578/2,CH728995503537
1086/7579/1,CH495083143565
1086/7579/2,CH443550831416
1086/7580/1,CH395079853519
1086/7580/2,CH835079352708
1086/7580/3,CH258550793502
1086/7580/4,CH443550791032
1086/7580/5,CH227985503582
1086/7581/1,CH207354630891
1086/7581/2,CH515408087857
1086/7582/1,CH843751778258
1086/7583/1,CH227743802942
1086/7583/2,CH472977438037
1086/7583/3,CH367780294372
1086/7584/1,CH467887592669
1086/7585/1,CH475977358720
1086/7586/1,CH427950866891
1086/7587/1,CH998677046841
1086/7588/1,CH338677687349
1086/7589/1,CH514024227756
1086/7589/2,CH507740242213
1086/7590/1,CH976572150668
1086/7591/1,CH146506740036
1086/7591/2,CH130674650058
1086/7591/3,CH990674016509
1086/7591/4,CH167406650046
1086/7592/1,CH785934057733
1086/7593/1,CH430778467074
1086/7593/2,CH987007467878
1086/7593/3,CH827870074661
1086/7593/4,CH274677600756
1086/7594/1,CH194634433547
1086/7595/1,CH683646350775
1086/7596/1,CH134612352091
1086/7597/1,CH890779944602
1086/7597/2,CH950907794658
1086/7598/1,CH308335155060
1086/7598/2,CH981250358324
1086/7599/1,CH748817773934
1086/7600/1,CH100107020262
1086/7601/1,CH573597445076
1086/7602/1,CH927705224018
1086/7603/1,CH954046863524
1086/7604/1,CH270797740219
1086/7605/1,CH490200070723
1086/7606/1,CH590295510769
1086/7607/1,CH889250358233
1086/7608/1,CH908207350226
1086/7608/2,CH940702823546
1086/7609/1,CH682550358069
1086/7609/2,CH483950358050
1086/7609/3,CH328027503558
1086/7609/4,CH908035255004
1086/7609/5,CH228013503524
1086/7610/1,CH209845458358
1086/7610/2,CH538398452587
1086/7611/1,CH838386454573
1086/7612/1,CH844583860688
1086/7612/2,CH784683458509
1086/7613/1,CH574589758343
1086/7614/1,CH227071834551
1086/7614/2,CH607045858373
1086/7614/3,CH367083459735
1086/7615/1,CH609745708368
1086/7616/1,CH874589768335
1086/7616/2,CH528933834569
1086/7617/1,CH781436577806
1086/7618/1,0000000000
1086/7618/2,0000000000
1086/7619/1,CH395210833015
1086/7620/1,CH987952300536
1086/7620/2,CH895213063049
1086/7621/1,CH156510989444
1086/7622/1,CH652444720665
1086/7623/1,CH434478060437
1086/7624/1,CH436584638438
1086/7624/2,CH752565846313
1086/7624/3,CH488465638467
1086/7625/1,CH882765638712
1086/7625/2,CH646365837563
1086/7625/3,CH668865631822
1086/7625/4,CH646365843305
1086/7625/5,CH646365888142
1086/7625/6,CH546365891542
1086/7625/7,CH168465631611
1086/7625/8,CH396589106312
1086/7625/9,CH736585632187
1086/7626/1,CH616368658433
1086/7626/2,CH216361658438
1086/7627/1,0000000000
1086/7628/1,CH568483454232
1086/7630/1,CH619416107433
1086/7630/2,CH231072949048
1086/7631/1,CH591075859438
1086/7631/2,CH827199109429
1086/7632/1,CH579485101091
1086/7633/1,CH607494191086
1086/7633/2,CH828881109423
1086/7633/3,CH928597109423
1086/7633/4,CH670177508520
1086/7633/5,CH331079942318
1086/7634/1,CH849410776767
1086/7634/2,CH349410849492
1086/7634/3,CH691071369490
1086/7634/4,CH928597109423
1086/7635/1,CH574580448323
1086/7636/1,CH844583818326
1086/7636/2,CH308145758305
1086/7636/3,CH428164834540
1086/7637/1,CH834978874366
1086/7637/2,CH407887674923
1086/7638/1,CH968065637975
1086/7638/2,CH546365847594
1086/7639/1,CH508263446553
1086/7639/2,CH776381406572
1086/7639/3,CH636583637684
1086/7639/4,CH487465638149
1086/7639/5,CH946365834390
1086/7640/1,CH776383106547
1086/7640/2,CH882565638370
1086/7641/1,CH176384866514
1086/7642/1,CH685383457558
1086/7643/1,CH238388456743
1086/7644/1,CH567683453066
1086/7645/1,CH443052055040
1086/7645/2,CH173010665292
1086/7646/1,CH874578838316
1086/7646/2,CH544583784380
1086/7647/1,CH920166463596
1086/7648/1,CH394678103570
1086/7649/1,CH734625355328
1086/7650/1,CH534623350367
1086/7652/1,CH813521461212
1086/7653/1,CH413599460139
1086/7653/2,CH460246358083
1086/7654/1,CH173505074688
1086/7654/2,CH852146053538
1086/7655/1,CH558646093522
1086/7655/2,0000000000
1086/7656/1,CH634687354297
1086/7656/2,CH268746352446
1086/7656/3,CH408735244689
1086/7656/4,CH468746352475
1086/7656/5,CH573587244636
1086/7656/6,CH668746352506
1086/7656/7,CH794687263596
1086/7656/8,CH728872463589
1086/7658/1,CH713516469805
1086/7658/2,CH729816463532
1086/7659/1,CH267711099754
1086/7660/1,0000000000
1086/7660/2,0000000000
1086/7661/1,CH787026437782
1086/7662/1,CH707761868787
1086/7663/1,CH338777619422
1086/7663/2,0000000000
1086/7664/1,CH870879762023
1086/7665/1,CH740820770468
1086/7665/2,CH132077083580
1086/7666/1,CH227797110974
1086/7667/1,CH211179059987
1086/7668/1,CH791507925082
1086/7668/2,CH991507155051
1086/7669/1,CH418978677390
1086/7670/1,CH257166001508
1086/7671/1,CH793277990683
1086/7672/1,CH308235254661
1086/7673/1,CH494682363519
1086/7674/1,CH627146523027
1086/7674/2,CH754052733082
1086/7675/1,CH178973826703
1086/7676/1,CH757166811580
1086/7677/1,CH970688813232
1086/7678/1,CH767082498802
1086/7679/1,0000000000
1086/7679/2,0000000000
1086/7679/3,CH974979698205
1086/7679/4,0000000000
1086/7680/1,CH608106103215
1086/7681/1,CH634697359848
1086/7681/2,CH209735924671
1086/7683/1,CH473597494602
1086/7683/2,CH673598294682
1086/7683/3,CH613515469848
1086/7684/1,CH973515274654
1086/7685/1,CH328806463543
1086/7686/1,CH973531304695
1086/7687/1,CH894608893502
1086/7687/2,CH420295463575
1086/7687/3,CH957446023537
1086/7688/1,CH710419957710
1086/7689/1,CH113507469896
1086/7689/2,CH129807463526
1086/7689/3,CH943664899282
1086/7689/4,CH959264893697
1086/7690/1,CH234697350484
1086/7691/1,CH370673413206
1086/7692/1,CH836673157530
1086/7692/2,CH358066731594
1086/7693/1,CH638977673405
1086/7694/1,CH315072157032
1086/7695/1,CH131177099764
1086/7696/1,CH407703839434
1086/7697/1,CH389149997752
1086/7698/1,CH310862207770
1086/7699/1,CH833677405174
1086/7699/2,CH886636407775
1086/7700/1,CH899979039174
1086/7701/1,CH558959770637
1086/7702/1,CH688006517702
1086/7703/1,CH594177806206
1086/7703/2,CH676277804173
1086/7704/1,CH359960774083
1086/7704/2,CH696077764075
1086/7705/1,CH332777897228
1086/7706/1,CH579977844166
1086/7707/1,CH267741997422
1086/7708/1,CH971077719983
1086/7708/2,0000000000
1086/7709/1,CH407706783185
1086/7710/1,CH789459067724
1086/7711/1,CH950894770330
1086/7712/1,CH210300947790
1086/7713/1,CH513071317770
1086/7714/1,CH193177793059
1086/7715/1,CH767731307947
1086/7716/1,CH967745127805
1086/7716/2,CH534577127194
1086/7717/1,CH607701142467
1086/7717/2,CH440124772808
1086/7717/3,CH587524017762
1086/7717/4,CH307701312421
1086/7718/1,CH951152993040
1086/7719/1,CH770077735769
1086/7719/2,CH657257770001
1086/7719/3,CH710089577787
1086/7720/1,CH631077317670
1086/7721/1,CH240508777268
1086/7721/2,CH159008770524
1086/7721/3,CH270577900805
1086/7722/1,CH587699317746
1086/7723/1,CH607731761013
1086/7724/1,CH980894037732
1086/7725/1,CH155046893517
1086/7725/2,CH568946355850
1086/7726/1,CH657160775741
1086/7726/2,CH796077725736
1086/7727/1,CH707757726095
1086/7728/1,
1086/7729/1,CH730201073876
1086/7730/1,CH120124020733
1086/7731/1,CH367834059195
1086/7731/2,CH527897340574
1086/7731/3,CH327897340545
1086/7732/1,CH313696047726
1086/7732/2,CH758404773684
1086/7732/3,CH359604773690
1086/7733/1,CH473529774645
1086/7734/1,CH243546864580
1086/7736/1,CH428297463531
1086/7736/2,CH434682359758
1086/7737/1,CH600107660288
1086/7738/1,0000000000
1086/7739/1,CH107740663609
1086/7739/2,CH856636774050
1086/7740/1,CH732677487242
1086/7740/2,CH692677814897
1086/7742/1,CH570177172420
1086/7743/1,0000000000
1086/7744/1,0000000000
1086/7755/1,CH544982796553
1086/7755/2,CH644982709516
1086/7756/1,CH520205020741
1086/7757/1,CH440702022578
1086/7758/1,CH140702900335
1086/7760/1,CH707835454670
1086/7761/1,0000000000
1086/7762/1,CH607008216138
1086/7763/1,CH929324834503
1086/7764/1,CH434621355072
1086/7764/2,CH522974463583
1086/7765/1,0000000000
1086/7768/1,CH794624053547
1086/7769/1,CH509835704608
1086/7769/2,CH594698703530
1086/7770/1,CH427752498725
1086/7770/2,CH434977875208
1086/7770/3,CH507787524961
1086/7772/1,0000000000
1086/7775/1,0000000000
1086/7776/1,CH636584632925
1086/7776/2,CH436584633092
1086/7776/3,CH646365841127
1086/7776/4,CH946365882494
1086/7777/1,CH544583821301
1086/7778/1,CH444583738488
1086/7779/1,CH228430656378
1086/7781/1,CH909545828381
1086/7783/1,CH596585226341
1086/7783/2,CH676381986529
1086/7784/1,0000000000
1086/7785/1,0000000000
1086/7785/2,0000000000
1086/7787/2,CH307988721738
1086/7793/1,CH628784463542
1086/7794/1,CH928719463540
1086/7795/1,0000000000
1086/7797/1,CH708463656562
1086/7797/2,CH656765846377
1086/7798/1,CH840645959509
1086/7799/1,CH323616463596
1086/7800/1,CH343306728079
1086/7800/2,CH473372800634
1086/7801/1,CH473575925067
1086/7802/1,CH421649463514
1086/7804/1,CH541467777463
1086/7805/1,CH307705983465
1086/7806/1,0000000000
1086/7806/2,0000000000
1086/7809/1,CH487932067696
1086/7811/1,0000000000
1086/7813/1,0000000000
1086/7813/2,0000000000
1086/7813/3,0000000000
1086/7813/4,0000000000
1086/7813/5,0000000000
1086/7813/6,CH433284062592
1086/7815/1,CH487417027786
1086/7815/2,CH727770170239
1086/7815/3,CH707702821721
1086/7815/4,0000000000
1086/7815/5,CH870277821791
1086/7815/6,CH740217778282
1086/7815/7,CH170277981787
1086/7815/8,CH267717029721
1086/7815/9,CH988217027788
1086/7819/1,CH576377940475
1086/7824/1,CH960452306430
1086/7825/1,0000000000
1086/7826/1,0000000000
1086/7827/1,CH307966077780
1086/7828/1,CH810180857129
1086/7828/3,CH438571018888
1086/7828/4,CH258885710152
1086/7831/1,CH413001528482
1086/7831/2,CH813039529875
1086/7831/3,CH195298243050
1086/7831/4,
1086/7832/1,0000000000
1086/7833/1,CH286346354922
1086/7833/2,CH864246352982
1086/7833/3,CH708036916445
1086/7833/4,CH834641359403
1086/7834/1,CH875977712730
1086/7845/1,0000000000
1086/7846/1,CH349583018851
1086/7851/1,CH773582374671
1086/7853/1,CH555746763522
1086/7862/1,CH709645418351
1086/7863/1,0000000000
1086/7865/1,CH728748020707
1086/7867/1,CH929723020788
1086/7868/1,CH976677390126
1086/7868/2,CH116698017850
1086/7868/3,CH976678290147
1086/7869/1,CH508835905020
1086/7869/2,CH650750893502
1086/7870/1,CH307888861723
1086/7870/2,0000000000
1086/7870/3,CH378877321729
1086/7870/4,0000000000
1086/7871/1,CH738677681568
1086/7872/1,CH609835584610
1086/7872/2,CH694698583532
1086/7873/1,CH932477017668
1086/7873/2,0000000000
1086/7873/3,CH107701762451
1086/7875/1,0000000000
1086/7878/1,0000000000
1086/7879/1,CH327893769163
1086/7881/1,0000000000
1086/7882/1,CH507401028560
1086/7882/2,CH427988850113
1086/7886/1,0000000000
1086/7887/1,0000000000
1086/7888/1,0000000000
1086/7891/1,CH767166157837
1086/7893/1,CH936683158392
1086/7893/2,0000000000
1086/7898/1,CH395248673012
1086/7898/2,CH373048675267
1086/7899/1,CH997789026687
1086/7900/1,CH573012025233
1086/7901/1,CH364652308054
1086/7901/2,CH113017524480
1086/7901/3,CH952352463069
1086/7901/4,CH664352308924
1086/7902/1,CH350646173592
1086/7905/1,CH143546860755
1086/7907/1,CH184446351125
1086/7907/2,CH543546128167
1086/7910/1,CH840861777183
1086/7913/1,CH638381454688
1086/7914/1,CH756210819469
1086/7919/1,CH292277326979
1086/7921/1,CH630777563817
1086/7921/2,CH915628077779
1086/7921/3,CH627738075646
1086/7921/4,CH990777395644
1086/7923/1,CH467923263628
1086/7924/1,CH975677229163
1086/7926/1,CH883044067017
1086/7927/1,CH788607467805
1086/7928/1,CH558470776910
1086/7928/2,CH558470796904
1086/7929/1,CH260102076195
1086/7930/1,CH718757497886
1086/7931/1,CH791977982134
1086/7934/1,CH887002070952
1086/7934/2,CH800907700283
1086/7935/1,CH915996877719
1086/7935/2,CH927796875952
1086/7938/1,CH810748028106
1086/7939/1,CH144607787961
1086/7940/1,CH729800020745
1086/7941/1,CH943546124168
1086/7941/2,CH761246357507
1086/7944/1,CH227771105769
1086/7950/1,CH478877271710
1086/7955/1,0000000000
1086/7959/1,0000000000
1086/7961/1,0000000000
1086/7963/1,CH421958463546
1086/7963/2,CH686346351715
1086/7963/3,CH673517634630
1086/7964/1,CH981046353466
1086/7966/1,0000000000
1086/7969/1,CH115459087825
1086/7977/1,CH918880177775
1086/7978/1,0000000000
1086/7978/2,CH467741394467
1086/7981/1,CH273582665053
1086/7981/2,CH408235665094
1086/7981/3,CH386650358232
1086/7982/1,0000000000
1086/7982/2,0000000000
1086/7983/1,CH976571920640
1086/7984/1,CH707435225049
1086/7985/1,CH259941773205
1086/7986/1,CH634623350135
1086/7988/1,CH629066834502
1086/7989/1,CH958618771452
1086/7991/1,CH888708007774
1086/7991/2,CH830877008741
1086/7992/1,0000000000
1086/7994/1,CH227786302305
1086/7997/1,CH190477246347
1086/7997/2,0000000000
1086/7999/1,CH870672603279
1086/7999/2,0000000000
1086/8000/1,CH995239753059
1086/8001/1,CH727855470455
1086/8001/2,CH885547047889
1086/8002/1,CH427549440608
1086/8002/2,CH127540440694
1086/8003/1,CH190678516595
1086/8005/1,CH443604782915
1086/8006/1,0000000000
1086/8006/2,CH470717150272
1086/8007/1,0000000000
1086/8008/1,CH195207713049
1086/8009/1,CH967707887822
1086/8010/1,0000000000
1086/8010/2,0000000000
1086/8010/3,0000000000
1086/8012/1,CH267717028236
1086/8013/1,0000000000
1086/8021/1,0000000000
1086/8022/1,CH407786865989
1086/8022/2,CH707786975951
1086/8025/1,CH614592838455
1086/8026/1,CH167949870040
1086/8027/1,CH927773513701
1086/8027/2,CH159851773768
1086/8028/1,CH976679807703
1086/8029/1,CH187949247787
1086/8029/2,CH112479497748
1086/8030/1,CH427951226979
1086/8031/1,CH319429108210
1086/8032/1,CH773046745225
1086/8033/1,CH407891337662
1086/8035/1,CH327799413206
1086/8035/2,CH313299417793
1086/8036/1,CH545408790859
1086/8037/1,CH662846352844
1086/8037/2,CH494628253553
1086/8038/1,CH556317718883
1086/8040/1,CH413515462790
1086/8040/2,CH121519463525
1086/8040/3,CH101535304680
1086/8041/1,CH334685353233
1086/8041/2,CH943546899475
1086/8043/1,CH327881178860
1086/8044/1,CH173017625241
1086/8045/1,CH519680947755
1086/8049/1,CH373510864629
1086/8056/1,CH907761788743
1086/8057/1,0000000000
1086/8058/1,CH932477018361
1086/8058/2,CH170177832455
1086/8058/3,CH958324770192
1086/8058/4,CH967724018328
1086/8064/1,0000000000
1086/8064/2,0000000000
1086/8065/1,CH713068524102
1086/8065/2,CH704130685269
1086/8065/3,CH435259303187
1086/8065/4,CH465952303109
1086/8065/5,CH852052593048
1086/8065/6,CH865952302078
1086/8065/7,CH573059315208
1086/8068/1,CH557046803547
1086/8072/1,CH957640773308
1086/8073/1,0000000000
1086/8074/1,0000000000
1086/8074/2,0000000000
1086/8075/1,CH594676823595
1086/8075/3,CH507635824681
1086/8075/4,CH373684716442
1086/8078/1,CH835270307995
1086/8082/1,CH208835944617
1086/8085/1,CH685646359331
1086/8091/1,CH228621020759
1086/8091/2,CH130286072315
1086/8094/1,0000000000
1086/8094/2,0000000000
1086/8095/1,0000000000
1086/8097/1,0000000000
1086/8098/1,0000000000
1086/8100/1,0000000000
1086/8100/2,0000000000
1086/8101/1,0000000000
1086/8103/1,0000000000
1086/8103/2,0000000000
1086/8103/3,0000000000
1086/8103/4,
1086/8104/1,0000000000
1086/8104/2,0000000000
1086/8105/1,0000000000
1086/8107/1,0000000000
1086/8108/1,0000000000
1086/8108/2,0000000000
1086/8108/3,
1086/8114/1,0000000000
1086/8118/1,CH208330475241
1086/8118/2,CH752352753050
1086/8120/1,CH207708636549
1086/8121/1,CH327164085475
1086/8125/1,CH426523523076
1086/8125/2,CH573065235275
1086/8126/1,CH827885074623
1086/8127/1,CH567822691024
1086/8128/1,CH767740337558
1086/8129/1,CH627829200812
1086/8130/1,CH734616353728
1086/8131/1,CH738579018910
1086/8132/1,CH667723269651
1086/8133/1,CH398379264571
1086/8134/1,CH627792943596
1086/8135/1,CH107739474170
1086/8136/1,CH744159777219
1086/8137/1,CH295203783030
1086/8138/1,CH930177664342
1086/8140/1,CH227775118502
1086/8141/1,0000000000
1086/8142/1,CH286241327775
1086/8144/1,CH613048524122
1086/8145/1,CH559143775083
1086/8146/1,CH870672373251
1086/8151/1,CH627764470435
1086/8152/1,CH583310949753
1086/8153/1,CH916737097783
1086/8154/1,CH554983724504
1086/8155/1,CH906130765219
1086/8155/2,CH435260304960
1086/8156/1,CH207445298375
1086/8157/1,CH115442567735
1086/8157/2,CH367756544022
1086/8160/1,CH321548463584
1086/8161/1,
1086/8162/1,CH935379931126
1086/8163/1,0000000000
1086/8165/1,CH629272763918
1086/8166/1,CH228242020775
1086/8167/1,CH757374861635
1086/8168/1,CH756352693055
1086/8169/1,CH467483456522
1086/8170/1,0000000000
1086/8170/2,CH802130855239
1086/8170/3,CH635221303170
1086/8171/1,CH845939778653
1086/8172/1,CH907968908685
1086/8172/2,CH576879998619
1086/8173/2,CH136787897884
